Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite,Unite
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",60,,16 11 04,Autres revêtements de fours et réfractaires provenant de procédés métallurgiques non visés à la rubrique 16 11 03,13.76,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",60,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",586,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,60,,20 02 01,Déchets biodégradables,19.12,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,15 01 03,Emballages en bois,212,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,20 01 01,Papier et carton,55.6,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),80,,20 01 25,Huiles et matières grasses alimentaires,34.8,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,194.2,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,17 04 05,Fer et acier,107.2,t/an
051.01363,ArcelorMittal Atlantique et Lorraine,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,77,,17 04 05,Fer et acier,834,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,20 01 99,Autres fractions non spécifiées ailleurs.,63.10,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",77,,07 02 99,Déchets non spécifiés ailleurs.,202.30,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",60,,11 01 14,Déchets de dégraissage autres que ceux visés à la rubrique 11 01 13,1843.08,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",93,,11 01 14,Déchets de dégraissage autres que ceux visés à la rubrique 11 01 13,1535.4,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,94,,08 01 14,Boues provenant de peintures ou vernis autres que celles visées à la rubrique 08 01 13,20.84,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,94,,11 01 14,Déchets de dégraissage autres que ceux visés à la rubrique 11 01 13,6.64,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,94,,15 02 03,"Absorbants, matériaux filtrants, chiffons d'essuyage et vêtements de protection autres que ceux visés à la rubrique 15 02 02.",116.56,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",59,,12 01 02,Fines et poussières de métaux ferreux,885.76,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),02,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,198.52,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,65.8,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,12 01 17,Déchets de grenaillage autres que ceux visés à la rubrique 12 01 16,180.36,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,16 03 06,Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.,798.64,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,17 04 05,Fer et acier,111.04,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,20 01 40,Métaux,19.72,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,60,,15 01 01,Emballages en papier/carton,43.76,t/an
051.01422,MAT FRICTION NOYON SAS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,80,,15 01 01,Emballages en papier/carton,38.08,t/an
051.01439,AUTONEUM France SASU,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",60,,04 02 22,Fibres textiles ouvrées,12469.56,t/an
051.01439,AUTONEUM France SASU,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,60,,15 01 03,Emballages en bois,121.90,t/an
051.01439,AUTONEUM France SASU,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,60,,16 01 17,Métaux ferreux,105.4,t/an
051.01439,AUTONEUM France SASU,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,60,,16 01 19,Matières plastiques,26.24,t/an
051.01439,AUTONEUM France SASU,Production de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,60,,20 01 01,Papier et carton,146.68,t/an
051.01466,SAGA DECOR,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",45,,11 01 10,Boues et gâteaux de filtration autres que ceux visés à la rubrique 11 01 09,904,t/an
051.01466,SAGA DECOR,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",34,,15 01 02,Emballages en matières plastiques,195.36,t/an
051.01466,SAGA DECOR,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,15 01 07,Emballages en verre,4493.4,t/an
051.01466,SAGA DECOR,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,17 04 05,Fer et acier,100,t/an
051.01466,SAGA DECOR,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,20 01 01,Papier et carton,228.2,t/an
051.01466,SAGA DECOR,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,325.74,t/an
051.01491,Centre de Recherche Isolation de Rantigny,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,10 11 10,Déchets de préparation avant cuisson autres que ceux visés à la rubrique 10 11 09,334,t/an
051.01491,Centre de Recherche Isolation de Rantigny,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,60,,17 02 01,Bois,42,t/an
051.01491,Centre de Recherche Isolation de Rantigny,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,76,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,2472,t/an
051.01491,Centre de Recherche Isolation de Rantigny,Production de dÃ©chets non dangereux,2011,"R6 ",R6 Régénération des acides ou des bases,59,,10 11 03,Déchets de matériaux à base de fibre de verre,1848,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",80,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,26,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",80,,20 01 99,Autres fractions non spécifiées ailleurs.,126,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,62,,08 04 14,Boues aqueuses contenant des colles et mastics autres que celles visées à la rubrique 08 04 13,834,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,02,,19 08 05,Boues provenant du traitement des eaux usées urbaines,24,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",80,,20 03 01,Déchets municipaux en mélange,104,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",76,,08 04 14,Boues aqueuses contenant des colles et mastics autres que celles visées à la rubrique 08 04 13,6880,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",60,,20 03 04,Boues de fosses septiques,136,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,62,,08 04 10,Déchets de colles et mastics autres que ceux visés à la rubrique 08 04 09,20,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",76,,08 04 10,Déchets de colles et mastics autres que ceux visés à la rubrique 08 04 09,56,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",60,,08 04 14,Boues aqueuses contenant des colles et mastics autres que celles visées à la rubrique 08 04 13,50,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),45,,15 01 02,Emballages en matières plastiques,6,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,62,,08 04 10,Déchets de colles et mastics autres que ceux visés à la rubrique 08 04 09,202,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,59,,15 01 02,Emballages en matières plastiques,28,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,62,,15 01 02,Emballages en matières plastiques,164,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,91,,15 01 02,Emballages en matières plastiques,10,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,17 04 05,Fer et acier,78,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,50,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,60,,15 01 01,Emballages en papier/carton,180,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,80,,15 01 01,Emballages en papier/carton,6,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,60,,15 01 02,Emballages en matières plastiques,166,t/an
051.01506,BOSTIK Usine de Ribécourt,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,60,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",16,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,62,,07 07 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 07 11,4740,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,60,,20 01 99,Autres fractions non spécifiées ailleurs.,143.0,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",60,,06 13 03,Noir de carbone,1.0,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",60,,08 02 01,Déchets de produits de revêtement en poudre,0.4,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",60,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,1.8,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",60,,16 05 09,"Produits chimiques mis au rebut autres que ceux visés aux rubriques 16 05 06, 16 05 07 ou 16 05 08.",1.8,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,20 01 01,Papier et carton,128,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,14.8,t/an
051.01507,Synthos Ribécourt,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,20 03 01,Déchets municipaux en mélange,22,t/an
051.01523,BELL usine de Russy-Bémont,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,62,,4,Déchets de bois,338.4,t/an
051.01523,BELL usine de Russy-Bémont,Production de dÃ©chets non dangereux,2011,"D4 ","D4 Lagunage (par exemple, déversement de déchets liquides ou de boues dans des puits, des étangs ou des bassins, etc.)",,,2,Boues d'effluents industriels,295.6,t/an
051.01523,BELL usine de Russy-Bémont,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",60,,9,Déchets banals des entreprises,239.6,t/an
051.01523,BELL usine de Russy-Bémont,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,80,,11,Résidus de tri,2736,t/an
051.01523,BELL usine de Russy-Bémont,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",15760,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,8,Ordures ménagères,56,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,9,Déchets banals des entreprises,324,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",77,,10 09 10,Poussières de filtration des fumées autres que celles visées à la rubrique 10 09 09,148,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,27,,08 01 16,Boues aqueuses contenant de la peinture ou du vernis autres que celles visées à la rubrique 08 01 15,26,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,4,Déchets de bois,344,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,62,,10 09 10,Poussières de filtration des fumées autres que celles visées à la rubrique 10 09 09,3440,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,59,,10 09 99,Déchets non spécifiés ailleurs.,3880,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,59,,10 09 03,Laitiers de four de fonderie,4200,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,60,,10 09 03,Laitiers de four de fonderie,10760,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,59,,10 09 08,Noyaux et moules de fonderie ayant subi la coulée autres que ceux visés à la rubrique 10 09 07,28800,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,59,,12 01 02,Fines et poussières de métaux ferreux,3320,t/an
051.01524,EJ Picardie,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,59,,16 11 04,Autres revêtements de fours et réfractaires provenant de procédés métallurgiques non visés à la rubrique 16 11 03,630,t/an
051.01620,LE BRONZE ALLOYS - Trie-Chateau,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",60,,9,Déchets banals des entreprises,117.96,t/an
051.01620,LE BRONZE ALLOYS - Trie-Chateau,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,60,,4,Déchets de bois,154.84,t/an
051.01620,LE BRONZE ALLOYS - Trie-Chateau,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,95,,16 01 17,Métaux ferreux,3952.28,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,02,,02 03 04,Matières impropres à la consommation ou à la transformation,16.72,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,80,,07 01 99,Déchets non spécifiés ailleurs.,8.16,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",60,,20 03 01,Déchets municipaux en mélange,23.4,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,59,,02 03 99,Déchets non spécifiés ailleurs.,2540,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,BELGIQUE,02 03 99,Déchets non spécifiés ailleurs.,7980,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,59,,15 01 02,Emballages en matières plastiques,17.78,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,59,,15 01 04,Emballages métalliques,5.06,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,59,,15 01 07,Emballages en verre,20.2,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,02 03 03,Déchets de l'extraction aux solvants,83.8,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,02 03 04,Matières impropres à la consommation ou à la transformation,238,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),62,,19 08 14,Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13,1496,t/an
051.01637,OLEON,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,02,,16 01 17,Métaux ferreux,21.6,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,59,,08 01 20,Suspensions aqueuses contenant de la peinture ou du vernis autres que celles visées à la rubrique 08 01 19,21.6,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,60,,15 01 03,Emballages en bois,25.0,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,60,,15 01 05,Emballages composites,3.0,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,60,,15 01 06,Emballages en mélange,101.2,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,59,,16 05 09,"Produits chimiques mis au rebut autres que ceux visés aux rubriques 16 05 06, 16 05 07 ou 16 05 08.",15.2,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),60,,15 01 01,Emballages en papier/carton,18.4,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),80,,15 01 03,Emballages en bois,107.4,t/an
051.01668,ARKEMA,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,60,,17 04 07,Métaux en mélange,10,t/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",80,,20 03 01,Déchets municipaux en mélange,354,t/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,62,,02 07 99,Déchets non spécifiés ailleurs.,18.56,t/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,62,,02 07 99,Déchets non spécifiés ailleurs.,488,t/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,62,,15 01 06,Emballages en mélange,4.58,t/an
051.01887,AJINOMOTO EUROLYSINE S.A.S.,Production de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,80,,19 08 12,Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11,55800,t/an
