Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite_admise,Quantite_traitee,Unite
072.07394,Suez R&V Sud Ouest - Installation de Stockage de Déchets non dangereux de AMAILLOUX,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,43200.000,43200.000,t/an
059.00792,Centre de Stockage du Jura,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",11360.000,11360.000,t/an
067.02209,UIRU DE SAUSHEIM,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,8,Ordures ménagères,15760.000,15760.000,t/an
221.00284,ISDND de la Gabarre,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 02 01,Déchets biodégradables,38200.000,38200.000,t/an
063.04918,SOREDI,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,07 06 99,Déchets non spécifiés ailleurs.,69.600,69.600,t/an
072.02099,REVICO,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,02 07 02,Déchets de la distillation de l'alcool,752000.000,752000.000,t/an
062.01126,Euro Dieuze Industrie,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,16 06 05,Autres piles et accumulateurs,19.040,19.040,t/an
065.06726,FER HARRY,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,19 12 03,Métaux non ferreux,21.400,21.400,t/an
052.08707,SUEZ ORGANIQUE SAS - FERTI MEDOC,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",27520.000,27520.000,t/an
068.06855,Syndicat Départemental des Ordures Ménagères (SYDOM) de l'Aveyron,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,8,Ordures ménagères,52000.000,52000.000,t/an
065.03069,CTSDU de Villeparisis (SITA FD),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 09 12,Autres fines non visées à la rubrique 10 09 11,83.800,83.800,t/an
065.13610,SCEA le Parc,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 01 06,"Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site",200.000,200.000,t/an
063.02271,FERS,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,6,Déchets animaux de la préparation des aliments et produits alimentaires,11280.000,11280.000,t/an
070.02524,VERDURE,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,03 01 05,"Sciure de bois, copeaux, chutes, bois, panneaux de particules et placages autres que ceux visés à la rubrique 03 01 04",682.000,682.000,t/an
067.04530,AGRO-LOGIC,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,13460.000,13460.000,t/an
100.08427,SETRAD,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,6,Déchets animaux de la préparation des aliments et produits alimentaires,1328.000,1328.000,t/an
054.05493,Bio Bessin Energie - site de Ryes,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,6,Déchets animaux de la préparation des aliments et produits alimentaires,4440.000,4440.000,t/an
057.02254,Communauté de Communes VITRY LE FRANCOIS,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 03,Déchets de nettoyage des rues,312.000,312.000,t/an
064.00774,PROFERMET,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,16 01 17,Métaux ferreux,570.000,570.000,t/an
070.01311,SARL ARTOIS METAUX,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,36000.000,946.000,t/an
070.02401,CVE ANTARES,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,20 03 01,Déchets municipaux en mélange,694000.000,688000.000,t/an
100.05759,CSD de MEZIERES LEZ CLERY,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",54800.000,54800.000,t/an
055.16202,CC de Pleyben Châteaulin Porzay,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,14600.000,14600.000,t/an
064.01567,LAFARGE CIMENTS - Usine de La Malle,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,07 07 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 07 11,484.000,484.000,t/an
064.06274,SPUR ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,09 01 07,Pellicules et papiers photographiques contenant de l'argent ou des composés de l'argent,7.940,7.940,t/an
066.01576,CTSDU DE BELLEGARDE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,30600.000,30600.000,t/an
057.02478,ISDND SAINT AUBIN,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 08 01,Déchets de dégrillage,24.000,24.000,t/an
051.06026,SUEZ Eau Indsutrielle,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,11 01 14,Déchets de dégraissage autres que ceux visés à la rubrique 11 01 13,1846.000,1846.000,t/an
053.05613,Plateforme de compostage de Canvie,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",13080.000,13080.000,t/an
070.04404,ASSAINI-SERVICES,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 09 03,Boues de décarbonatation,138.800,138.800,t/an
070.01875,M E N,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,03 03 08,Déchets provenant du tri de papier et de carton destinés au recyclage,8.000,8.000,t/an
070.03172,PHOENIX SERVICES AGENCE DE DUNKERQUE,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,10 02 01,Déchets de laitiers de hauts fourneaux et d'aciéries,410000.000,338000.000,t/an
250.00023,VALEST,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,03 01 05,"Sciure de bois, copeaux, chutes, bois, panneaux de particules et placages autres que ceux visés à la rubrique 03 01 04",80.400,80.400,t/an
070.01153,Centre de Stockage de déchets de Dannes,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 07,Déchets encombrants,10120.000,10120.000,t/an
055.04337,SECHE ECO INDUSTRIES,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 07,Déchets encombrants,30200.000,30200.000,t/an
057.02843,Ecopôle de la Côte Plate - SITA Dectra,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 07,Déchets encombrants,1240.000,1240.000,t/an
052.06070,Station d'épuration de ST LOUBES ZI,Traitement de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,,,2,Boues d'effluents industriels,108.000,108.000,t/an
065.03069,CTSDU de Villeparisis (SITA FD),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 01 99,Déchets non spécifiés ailleurs,3.000,3.000,t/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,07 01 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 01 11,50.400,50.400,t/an
064.00998,SOLAMAT MEREX FOS-SUR-MER,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 03 05,Boues provenant du traitement in situ des effluents,2800.000,2800.000,t/an
064.76510,SMICTOM de l'Embrunais savinois,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 03 01,Déchets municipaux en mélange,10500.000,10500.000,t/an
069.00080,ENDEL,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 01 01,Papier et carton,68.000,68.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 09 05,Résines échangeuses d'ions saturées ou usées,0.000,41.800,t/an
057.01080,Centre de stockage des déchets d'Eteignières,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,8,Ordures ménagères,440000.000,276000.000,t/an
065.01121,Routière de l'Est Parisien (ISDND de Claye Souilly),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10,Dechets provenant de procedes thermiques :,102000.000,102000.000,t/an
063.03809,SECHE ECO INDUSTRIES site : la Cousinière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 12 04,Matières plastiques et caoutchouc,614.000,614.000,t/an
100.07301,SICTOM REGION BROU BONNEVAL ILLIERS,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",14240.000,14240.000,t/an
