Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite_admise,Quantite_traitee,Unite
052.01455,SIETOM DE CHALOSSE,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,8,Ordures ménagères,187200.000,150800.000,t/an
062.00119,BARISIEN - INSTALLATION DE STOCKAGE DE DECHETS NON DANGEREUX DE CONFLANS-LABRY,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,8,Ordures ménagères,239600.000,239600.000,t/an
060.03394,"SEDE ENVIRONNEMENT, site de Bessines sur Gartempe",Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,19 08 09,Mélanges de graisse et d'huile provenant de la séparation huile/eaux usées ne contenant que des huiles et graisses alimentaires,92.000,92.000,t/an
072.01529,Lafarge ciments - Usine de La Couronne,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,10 12 10,Déchets solides provenant de l'épuration des fumées autres que ceux visés à la rubrique 10 12 09,1818.000,1818.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,08 01 12,Déchets de peintures ou vernis autres que ceux visés à la rubrique 08 01 11,0.000,0.194,t/an
052.07083,Entreprise Adaptee de Mahourat (MAHOURAT),Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",4000.000,3700.000,t/an
070.01271,ARF,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,15 01 07,Emballages en verre,36.400,36.400,t/an
061.05117,GDE ST ETIENNE,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,19 12 01,Papier et carton,368.000,368.000,t/an
055.05505,TRANSELI,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 01 03,Déchets de tissus végétaux,1532.000,1532.000,t/an
070.01271,ARF,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,11 01 99,Déchets non spécifiés ailleurs.,143.200,143.200,t/an
100.07189,SETRAD,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,14,"Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :",49600.000,49600.000,t/an
070.03529,IKOS ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 01,Déchets municipaux en mélange,75200.000,75200.000,t/an
070.04125,Centre de tri,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,15 01 06,Emballages en mélange,0.000,17000.000,t/an
070.01956,SUEZ RV OSIS NORD - ROSULT,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,19 08 14,Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13,32.000,32.000,t/an
072.01595,SCORI,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,19 01 99,Déchets non spécifiés ailleurs,0.320,0.320,t/an
058.00378,SEDIBEX,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,20 01 40,Métaux,5.600,5.600,t/an
051.02372,Installation de stockage de déchets de Mons Boubert,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 07,Déchets encombrants,8700.000,8700.000,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,20 01 39,Matières plastiques,52.200,52.200,t/an
063.01161,SEDA - Classe I,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 09 05,Résines échangeuses d'ions saturées ou usées,9.800,9.800,t/an
067.04530,AGRO-LOGIC,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 01 03,Déchets de tissus végétaux,3000.000,3000.000,t/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,11 01 10,Boues et gâteaux de filtration autres que ceux visés à la rubrique 11 01 09,2040.000,2040.000,t/an
064.00998,SOLAMAT MEREX FOS-SUR-MER,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 03 08,Déchets liquides aqueux contenant de l'encre,218.000,218.000,t/an
071.01357,CIREST compostage,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,6320.000,6040.000,t/an
070.02868,GALLOO PLASTICS S.A,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 10 06,Autres fractions autres que celles visées à la rubrique 19 10 05.,2280.000,2280.000,t/an
063.01310,BRANGEON SERVICES,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 03,Déchets de nettoyage des rues,1496.000,1496.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,03 01 99,Déchets non spécifiés ailleurs.,0.000,258.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,19 08 12,Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11,0.000,36.400,t/an
061.04952,VALDI,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,12 01 17,Déchets de grenaillage autres que ceux visés à la rubrique 12 01 16,52.000,31.000,t/an
063.00901,SECHE ECO INDUSTRIES site de L'Oisonnière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 02 99,Déchets non spécifiés ailleurs.,632.000,632.000,t/an
072.06444,FERS,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 08 05,Boues provenant du traitement des eaux usées urbaines,13260.000,13260.000,t/an
052.00352,SIAP PROCINER,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 01 32,Médicaments autres que ceux visés à la rubrique 20 01 31,954.000,954.000,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,16 02 14,équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13,10.580,10.580,t/an
051.03936,IDEX ENVIRONNEMENT AGRIVAL,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 03 04,Matières impropres à la consommation ou à la transformation,5760.000,5760.000,t/an
062.07890,Composterie du Pays de Sarrebourg,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,19 05 02,Fraction non compostée des déchets animaux et végétaux,8820.000,8820.000,t/an
070.02140,RECYCLAGE DES VALLEES,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",0.000,26040.000,t/an
062.00856,SFTR - ISDND DE PAGNY SUR MEUSE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 03,Déchets de nettoyage des rues,414.000,414.000,t/an
058.00420,Ecologic Petroleum Recovery,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,10 10 16,Révélateur de criques usagé autre que celui visé à la rubrique 10 10 15,17.120,17.120,t/an
070.00580,LES MOULINS DU LITTORAL,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,10 02 02,Laitiers non traités,750000.000,580000.000,t/an
063.03809,SECHE ECO INDUSTRIES site : la Cousinière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,15 02 03,"Absorbants, matériaux filtrants, chiffons d'essuyage et vêtements de protection autres que ceux visés à la rubrique 15 02 02.",1.200,1.200,t/an
057.01701,CIMENTS CALCIA - Usine de COUVROT,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,16 01 03,Pneus hors d'usage,0.000,590.000,t/an
100.08113,CVE PITHIVIERS,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,02 01 03,Déchets de tissus végétaux,116.800,116.800,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,04 02 17,Teintures et pigments autres que ceux visés à la rubrique 04 02 16,11.640,11.640,t/an
064.00491,PROVENCE RECUPERATION,Traitement de dÃ©chets non dangereux,2011,D15,"D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,9,Déchets banals des entreprises,25200.000,25200.000,t/an
572.00348,LUISSIER BORDEAU CHESNEL,Traitement de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,,,02 02 04,Boues provenant du traitement in situ des effluents,3480.000,3480.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,06 01 99,Déchets non spécifiés ailleurs.,0.000,2.140,t/an
070.02413,Centre de Stockage de la Bistade,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,11520.000,11520.000,t/an
051.05644,VALOR'AISNE (unité de compostage de LAON),Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,4,Déchets de bois,10560.000,10560.000,t/an
165.00087,SYMPTTOM de Monistrol sur Loire,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 03 07,Déchets encombrants,5660.000,5660.000,t/an
058.00378,SEDIBEX,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,12 01 05,Déchets de matières plastiques d'ébarbage et de tournage,26.800,26.800,t/an
068.02477,S.N.A.M.,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,19 12 03,Métaux non ferreux,28.200,28.200,t/an
068.04651,PLATE FORME DE COMPOSTAGE DE THUIR,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,03 03 01,Déchets d'écorce et de bois,7740.000,7740.000,t/an
058.01842,ETARES,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,19 08 99,Déchets non spécifiés ailleurs.,55.400,57.400,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,16 10 02,Déchets liquides aqueux autres que ceux visés à la rubrique 16 10 01,0.000,788.000,t/an
069.00168,Décharge de Grand-Santi,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,8,Ordures ménagères,604.000,604.000,t/an
057.02463,VALEST,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 07,Déchets encombrants,10720.000,10720.000,t/an
072.01294,ISDND de Clérac,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,280.000,280.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,18 01 09,Médicaments autres que ceux visés à la rubrique 18 01 08,0.000,0.088,t/an
066.01565,VALORBI,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,8,Ordures ménagères,147200.000,35520.000,t/an
526.00541,BIOVALOR,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,11660.000,11660.000,t/an
061.02859,SIRA,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,10 01 05,"Déchets solides de réactions basées sur le calcium, provenant de la désulfuration des gaz de fumée",7.200,7.200,t/an
054.01118,I.S.D.N.D de Torcy,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 01,Déchets municipaux en mélange,61600.000,61600.000,t/an
061.06947,SUEZ RR IWS Chemicals Site de Pont de Claix,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,06 07 99,Déchets non spécifiés ailleurs.,167.800,167.800,t/an
063.01109,SOTREMO,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,20 03 06,Déchets provenant du nettoyage des égouts,15.560,15.560,t/an
065.03069,CTSDU de Villeparisis (SITA FD),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11 02 99,Déchets non spécifiés ailleurs.,8.800,8.800,t/an
062.01166,KATOEN NATIE FRANCE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,10.760,10.760,t/an
063.01109,SOTREMO,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,08 01 12,Déchets de peintures ou vernis autres que ceux visés à la rubrique 08 01 11,104.000,104.000,t/an
055.15912,déchèterie de Primelin,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,1110.000,1110.000,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,20 01 99,Autres fractions non spécifiées ailleurs.,0.058,0.058,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,16 05 09,"Produits chimiques mis au rebut autres que ceux visés aux rubriques 16 05 06, 16 05 07 ou 16 05 08.",1.902,1.902,t/an
063.04837,CAP ATLANTIQUE - site la baule,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 12 07,Bois autres que ceux visés à la rubrique 19 12 06,4140.000,4140.000,t/an
058.00420,Ecologic Petroleum Recovery,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 01 12,Déchets de peintures ou vernis autres que ceux visés à la rubrique 08 01 11,33.200,33.200,t/an
055.05505,TRANSELI,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 08 09,Mélanges de graisse et d'huile provenant de la séparation huile/eaux usées ne contenant que des huiles et graisses alimentaires,5880.000,5880.000,t/an
063.01310,BRANGEON SERVICES,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",18260.000,18260.000,t/an
052.06327,Valor Béarn - SMTD (ISDND Précilhon),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,9,Déchets banals des entreprises,41200.000,41200.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,16 06 05,Autres piles et accumulateurs,0.000,24.000,t/an
072.05703,VALTERRA MO,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 05 02,Fraction non compostée des déchets animaux et végétaux,2580.000,2580.000,t/an
064.00998,SOLAMAT MEREX FOS-SUR-MER,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,02 02 02,Déchets de tissus animaux,16.440,16.440,t/an
068.04769,FRAYSSINET S.A.S,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",126000.000,126000.000,t/an
055.12795,Installation de stockage de déchets non dangereux,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 03 07,Déchets encombrants,29000.000,29000.000,t/an
061.03165,SNAM,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,16 06 05,Autres piles et accumulateurs,512.000,278.000,t/an
064.00656,GDE Marseille,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,19 12 07,Bois autres que ceux visés à la rubrique 19 12 06,202.000,202.000,t/an
070.01271,ARF,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,07 02 99,Déchets non spécifiés ailleurs.,152.400,152.400,t/an
062.04551,Site Valeco-Toul,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 08 05,Boues provenant du traitement des eaux usées urbaines,16880.000,16880.000,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,16 01 15,Antigels autres que ceux visés à la rubrique 16 01 14,0.042,0.042,t/an
051.05767,GL ORGANOSOL,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,63200.000,63200.000,t/an
055.15996,EURL JYJ,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",18360.000,18360.000,t/an
056.02158,SARL ECOVERT BOILON,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 08 05,Boues provenant du traitement des eaux usées urbaines,10780.000,10780.000,t/an
062.00282,CTSDU de Jeandelaincourt,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,04 01 99,Déchets non spécifiés ailleurs.,12.080,12.080,t/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,187.000,187.000,t/an
063.00901,SECHE ECO INDUSTRIES site de L'Oisonnière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,08 03 08,Déchets liquides aqueux contenant de l'encre,131.400,131.400,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,07 01 99,Déchets non spécifiés ailleurs.,1606.000,1606.000,t/an
051.01469,AIR LIQUIDE WELDING FRANCE,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,9,Déchets banals des entreprises,240.000,252.000,t/an
221.00284,ISDND de la Gabarre,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,19 09 01,Déchets solides de première filtration et de dégrillage,464.000,464.000,t/an
072.07840,Unité de Compostage,Traitement de dÃ©chets non dangereux,2011,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,,,20 02 01,Déchets biodégradables,31800.000,16380.000,t/an
052.08708,SUEZ ORGANIQUE SAS - FERTI 33,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,44800.000,41200.000,t/an
064.01122,ISDnD de l'Arbois,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,14,"Déchets de solvants organiques, d'agents réfrigérants et propulseurs (sauf chapitres 07 et 08) :",50000.000,50000.000,t/an
068.02598,LAFARGE CIMENTS - Usine de Martres,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,02 03 04,Matières impropres à la consommation ou à la transformation,8900.000,8900.000,t/an
070.03398,HYDROPALE,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,08 01 20,Suspensions aqueuses contenant de la peinture ou du vernis autres que celles visées à la rubrique 08 01 19,39.800,39.800,t/an
072.01518,UIOM D'OLERON,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,20 03 01,Déchets municipaux en mélange,44400.000,44400.000,t/an
