Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
100.00729,S C B C,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),29900000,kg/an
100.00740,STMicroelectronics (Tours) SAS,2010,Air,Composés organiques volatils non méthaniques (COVNM),79600,kg/an
100.00740,STMicroelectronics (Tours) SAS,2010,Eau (indirect),Fluorures (en tant que F total),4520,kg/an
100.00740,STMicroelectronics (Tours) SAS,2010,Eau (indirect),Nickel et composés (exprimés en tant que Ni),74.1,kg/an
100.00740,STMicroelectronics (Tours) SAS,2010,Eau (indirect),Plomb et composés (exprimés en tant que Pb),34.2,kg/an
100.00743,SOCIETE METALLURGIQUE LIOTARD FRERES,2010,Air,Zinc et composés (exprimés en tant que Zn),1100,kg/an
100.00765,"SYNTHRON-Usine de Villedomer,Auzouer",2010,Eau (direct),Zinc et composés (exprimés en tant que Zn),265,kg/an
100.00802,ANTARTIC SAS,2010,Eau (direct),Demande biologique en oxygène (DBO5),443000,kg/an
100.00802,ANTARTIC SAS,2010,Eau (direct),Demande chimique en oxygène (DCO),703000,kg/an
100.00889,BRABANT CHIMIE,2010,Air,Composés organiques volatils non méthaniques (COVNM),32800,kg/an
100.00889,BRABANT CHIMIE,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",1730,kg/an
100.00974,UIOM Gien-Chateauneuf,2010,Air,CO2 Total d'origine non biomasse uniquement,19300000,kg/an
100.00974,UIOM Gien-Chateauneuf,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),43800000,kg/an
100.00974,UIOM Gien-Chateauneuf,2010,Air,CO2 Total d'origine biomasse uniquement,24600000,kg/an
100.01019,S.I.D.E.S.U.P,2010,Air,Composés organiques volatils non méthaniques (COVNM),90700,kg/an
100.01035,COMPTOIR DE PRODUITS CHIMIQUES ET D'ENTRETIEN,2010,Air,Composés organiques volatils non méthaniques (COVNM),31600,kg/an
100.01048,LAV'INDUS,2010,Eau (indirect),Mercure et composés (exprimés en tant que Hg),1.83,kg/an
100.01078,Parfums Christian DIOR,2010,Air,Composés organiques volatils non méthaniques (COVNM),59900,kg/an
100.01078,Parfums Christian DIOR,2010,Eau (indirect),Demande biologique en oxygène (DBO5),43100,kg/an
100.01078,Parfums Christian DIOR,2010,Eau (indirect),Demande chimique en oxygène (DCO),159000,kg/an
100.01104,EMA PHARMACEUTICALS,2010,Air,"Tétrachloroéthylène (PER, tétrachloroéthylène)",6390,kg/an
100.01145,"SCA TISSUE FRANCE, Usine de Gien",2010,Air,Oxydes de soufre (SOx/SO2),164000,kg/an
100.01145,"SCA TISSUE FRANCE, Usine de Gien",2010,Air,Oxydes d'azote (NOx/NO2),145000,kg/an
100.01145,"SCA TISSUE FRANCE, Usine de Gien",2010,Air,CO2 Total d'origine non biomasse uniquement,112000000,kg/an
100.01145,"SCA TISSUE FRANCE, Usine de Gien",2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),112000000,kg/an
100.01145,"SCA TISSUE FRANCE, Usine de Gien",2010,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),1280,kg/an
100.01145,"SCA TISSUE FRANCE, Usine de Gien",2010,Eau (direct),Demande chimique en oxygène (DCO),189000,kg/an
100.01192,SAVANE - BROSSARD SA,2010,Eau (indirect),Demande biologique en oxygène (DBO5),50800,kg/an
100.01229,ISOSSOL,2010,Air,Composés organiques volatils non méthaniques (COVNM),80600,kg/an
100.01230,PMC ISOCHEM,2010,Air,Chloroforme (trichlorométhane),706,kg/an
100.01230,PMC ISOCHEM,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",8250,kg/an
100.01230,PMC ISOCHEM,2010,Eau (indirect),"Dichlorométhane (DCM, chlorure de méthylène)",21.7,kg/an
100.01242,EMAUX ET MOSAIQUES SAS,2010,Air,CO2 Total d'origine non biomasse uniquement,39300000,kg/an
100.01242,EMAUX ET MOSAIQUES SAS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),39300000,kg/an
100.01341,MAURY EUROLIVRES,2010,Air,Composés organiques volatils non méthaniques (COVNM),204000,kg/an
100.01342,MAURY IMPRIMEUR,2010,Air,Composés organiques volatils non méthaniques (COVNM),36400,kg/an
100.01378,ORRION CHEMICALS ORGAFORM,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",1260,kg/an
100.01394,FAMAR FRANCE,2010,Air,Hydrochlorofluorocarbures (HCFC),17,kg/an
100.01394,FAMAR FRANCE,2010,Air,Hydroflurocarbures (HFC),113,kg/an
100.01395,SUEZ RV ENERGIE SITE DE MONTARGIS,2010,Air,CO2 Total d'origine non biomasse uniquement,19800000,kg/an
100.01395,SUEZ RV ENERGIE SITE DE MONTARGIS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19800000,kg/an
100.01408,ORVADE,2010,Air,Antimoine et composés (exprimés en tant que Sb),27.5,kg/an
100.01408,ORVADE,2010,Air,Cobalt et composés (exprimés en tant que Co),6.05,kg/an
100.01408,ORVADE,2010,Air,CO2 Total d'origine non biomasse uniquement,104000000,kg/an
100.01408,ORVADE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),104000000,kg/an
100.01418,FAMAR Orléans SAS,2010,Air,Hydroflurocarbures (HFC),108,kg/an
100.01457,SCA HYGIENE PRODUCTS OPERATIONS,2010,Air,CO2 Total d'origine non biomasse uniquement,24600000,kg/an
100.01457,SCA HYGIENE PRODUCTS OPERATIONS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24600000,kg/an
100.01457,SCA HYGIENE PRODUCTS OPERATIONS,2010,Eau (indirect),Demande biologique en oxygène (DBO5),92600,kg/an
100.01457,SCA HYGIENE PRODUCTS OPERATIONS,2010,Eau (indirect),Demande chimique en oxygène (DCO),379000,kg/an
100.01460,PIERRE FABRE MEDICAMENT PRODUCTION,2010,Air,Composés organiques volatils non méthaniques (COVNM),50000,kg/an
100.01557,TEREOS France,2010,Air,Composés organiques volatils non méthaniques (COVNM),56400,kg/an
100.01557,TEREOS France,2010,Air,CO2 Total d'origine non biomasse uniquement,95500000,kg/an
100.01557,TEREOS France,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),164000000,kg/an
100.01557,TEREOS France,2010,Air,CO2 Total d'origine biomasse uniquement,68200000,kg/an
100.01569,Laboratoires SERVIER Industrie,2010,Air,Hydroflurocarbures (HFC),141,kg/an
100.01570,ISDND de Saint Aignan des Gués,2010,Air,Méthane (CH4),941000,kg/an
100.01612,SOCOS (Société de Chauffage d'Orléans la Source),2010,Air,CO2 Total d'origine non biomasse uniquement,45900000,kg/an
100.01612,SOCOS (Société de Chauffage d'Orléans la Source),2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),45900000,kg/an
100.01613,SOCIETE ORLEANAISE DE DISTRIBUTION DE CHALEUR,2010,Air,CO2 Total d'origine non biomasse uniquement,30400000,kg/an
100.01613,SOCIETE ORLEANAISE DE DISTRIBUTION DE CHALEUR,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),30400000,kg/an
100.01618,SOFLEC,2010,Air,CO2 Total d'origine non biomasse uniquement,10700000,kg/an
100.01618,SOFLEC,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10700000,kg/an
100.01629,GEMEY-MAYBELLINE,2010,Eau (indirect),Demande biologique en oxygène (DBO5),65700,kg/an
100.01629,GEMEY-MAYBELLINE,2010,Eau (indirect),Demande chimique en oxygène (DCO),158000,kg/an
100.01674,SANOFI WINTHROP INDUSTRIE,2010,Air,Composés organiques volatils non méthaniques (COVNM),100000,kg/an
100.01696,TDA,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",1220,kg/an
100.01696,TDA,2010,Air,Hydrochlorofluorocarbures (HCFC),118,kg/an
100.01721,ORGAPHARM Etablissement secondaire,2010,Air,"1,2-dichloroéthane (DCE - chlorure d'éthylène)",4450,kg/an
100.01721,ORGAPHARM Etablissement secondaire,2010,Air,Composés organiques volatils non méthaniques (COVNM),32600,kg/an
100.01733,MARS PF FRANCE,2010,Air,Hydrochlorofluorocarbures (HCFC),181,kg/an
100.01733,MARS PF FRANCE,2010,Air,CO2 Total d'origine non biomasse uniquement,13600000,kg/an
100.01733,MARS PF FRANCE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13600000,kg/an
100.01733,MARS PF FRANCE,2010,Sol,Phosphore total,7360,kg/an
100.01744,DURALEX INTERNATIONAL,2010,Air,CO2 Total d'origine non biomasse uniquement,27800000,kg/an
100.01744,DURALEX INTERNATIONAL,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),27800000,kg/an
100.01761,CAILLAU,2010,Air,"Tétrachloroéthylène (PER, tétrachloroéthylène)",3680,kg/an
100.01762,Compagnie des eaux et de l'ozone,2010,Eau (indirect),Aluminium et composés (exprimés en tant que Al),3140,kg/an
100.01762,Compagnie des eaux et de l'ozone,2010,Eau (indirect),Fer et composés (exprimés en tant que Fe),46100,kg/an
100.01770,Stockage Souterrain de gaz naturel de Chémery,2010,Air,Composés organiques volatils non méthaniques (COVNM),46300,kg/an
100.01770,Stockage Souterrain de gaz naturel de Chémery,2010,Air,Méthane (CH4),318000,kg/an
100.01770,Stockage Souterrain de gaz naturel de Chémery,2010,Air,CO2 Total d'origine non biomasse uniquement,45900000,kg/an
100.01770,Stockage Souterrain de gaz naturel de Chémery,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),45900000,kg/an
100.01771,Stockage de Soings En Sologne,2010,Air,Composés organiques volatils non méthaniques (COVNM),31300,kg/an
100.01771,Stockage de Soings En Sologne,2010,Air,Méthane (CH4),214000,kg/an
100.01788,FAURECIA Automotive composites,2010,Air,Composés organiques volatils non méthaniques (COVNM),104000,kg/an
100.01790,IDI Composites International Europe,2010,Air,Composés organiques volatils non méthaniques (COVNM),58600,kg/an
100.01800,ICOPAL Site de Mondoubleau,2010,Air,Composés organiques volatils non méthaniques (COVNM),34400,kg/an
100.01800,ICOPAL Site de Mondoubleau,2010,Eau (direct),Di(2-éthylhexyle)phtalate (DEHP),3.32,kg/an
100.01803,"Daher Aerospace, établissement de Saint-Julien de Chedon",2010,Air,Hydrochlorofluorocarbures (HCFC),23.6,kg/an
100.01805,VALEO VISION,2010,Air,Composés organiques volatils non méthaniques (COVNM),49700,kg/an
100.01805,VALEO VISION,2010,Eau (indirect),Phénols (en tant que C total),2310,kg/an
100.01805,VALEO VISION,2010,Eau (indirect),Zinc et composés (exprimés en tant que Zn),131,kg/an
100.01813,H.B. FULLER ADHESIVES FRANCE Blois,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",3520,kg/an
100.02151,SODEC,2010,Air,Méthane (CH4),147000,kg/an
100.02231,Jacobi Carbons France,2010,Air,Ammoniac (NH3),19100,kg/an
100.02253,Etablissement de PITHIVIERS LE VIEIL,2010,Air,CO2 Total d'origine non biomasse uniquement,46000000,kg/an
100.02253,Etablissement de PITHIVIERS LE VIEIL,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),46000000,kg/an
100.02254,CRISTAL UNION Etablissement de CORBEILLES,2010,Air,Oxydes de soufre (SOx/SO2),261000,kg/an
100.02254,CRISTAL UNION Etablissement de CORBEILLES,2010,Air,Oxydes d'azote (NOx/NO2),122000,kg/an
100.02254,CRISTAL UNION Etablissement de CORBEILLES,2010,Air,CO2 Total d'origine non biomasse uniquement,56800000,kg/an
100.02254,CRISTAL UNION Etablissement de CORBEILLES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),56800000,kg/an
100.02271,TRADIVAL,2010,Eau (indirect),Azote total,90000,kg/an
100.02271,TRADIVAL,2010,Eau (indirect),Demande biologique en oxygène (DBO5),731000,kg/an
100.02271,TRADIVAL,2010,Eau (indirect),Demande chimique en oxygène (DCO),1510000,kg/an
100.02271,TRADIVAL,2010,Eau (indirect),Matières en suspension (MES),415000,kg/an
100.02271,TRADIVAL,2010,Eau (indirect),Phosphore total,10600,kg/an
100.02272,DOUX FRAIS SAS Etablissement de Boynes,2010,Sol,Phosphore total,5300,kg/an
100.02273,PRODIA SAS,2010,Eau (indirect),Demande biologique en oxygène (DBO5),64800,kg/an
100.02284,SPL CME,2010,Air,CO2 Total d'origine non biomasse uniquement,17100000,kg/an
100.02284,SPL CME,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17100000,kg/an
100.03779,MALTERIES FRANCO SUISSES,2010,Eau (indirect),Demande biologique en oxygène (DBO5),489000,kg/an
100.03779,MALTERIES FRANCO SUISSES,2010,Eau (indirect),Demande chimique en oxygène (DCO),741000,kg/an
100.03779,MALTERIES FRANCO SUISSES,2010,Eau (indirect),Phosphore total,9720,kg/an
100.03836,Knauf Industries Est,2010,Air,Composés organiques volatils non méthaniques (COVNM),72100,kg/an
100.03855,CSDND de Saint Laurent Nouan,2010,Air,Méthane (CH4),228000,kg/an
100.03878,CIMENTS CALCIA,2010,Air,Ammoniac (NH3),49300,kg/an
100.03878,CIMENTS CALCIA,2010,Air,Benzène,3600,kg/an
100.03878,CIMENTS CALCIA,2010,Air,Oxydes de soufre (SOx/SO2),888000,kg/an
100.03878,CIMENTS CALCIA,2010,Air,Oxydes d'azote (NOx/NO2),526000,kg/an
100.03878,CIMENTS CALCIA,2010,Air,CO2 Total d'origine non biomasse uniquement,415000000,kg/an
100.03878,CIMENTS CALCIA,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),415000000,kg/an
100.03902,COVED,2010,Air,Méthane (CH4),309000,kg/an
100.04012,SUEZ Recyclage et Valorisation Centre Ouest - Installation de Stockage de Déchets non dangereux de SONZAY,2010,Air,Méthane (CH4),1480000,kg/an
100.04012,SUEZ Recyclage et Valorisation Centre Ouest - Installation de Stockage de Déchets non dangereux de SONZAY,2010,Air,CO2 Total d'origine non biomasse uniquement,31000000,kg/an
100.04012,SUEZ Recyclage et Valorisation Centre Ouest - Installation de Stockage de Déchets non dangereux de SONZAY,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),31000000,kg/an
100.04135,FRAGRANCE Production,2010,Air,Composés organiques volatils non méthaniques (COVNM),31000,kg/an
100.04172,METALOR TECHNOLOGIES ELECTROTECHNICS FRANCE SAS,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",1030,kg/an
100.04204,PROVA,2010,Air,Composés organiques volatils non méthaniques (COVNM),314000,kg/an
100.04212,Descartes Energies,2010,Air,CO2 Total d'origine non biomasse uniquement,33000000,kg/an
100.04212,Descartes Energies,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33000000,kg/an
100.04219,PROCTER & GAMBLE BLOIS SAS,2010,Eau (indirect),Demande biologique en oxygène (DBO5),63200,kg/an
100.04219,PROCTER & GAMBLE BLOIS SAS,2010,Eau (indirect),Demande chimique en oxygène (DCO),160000,kg/an
100.04219,PROCTER & GAMBLE BLOIS SAS,2010,Eau (indirect),Zinc et composés (exprimés en tant que Zn),724,kg/an
100.04249,HUTCHINSON SNC,2010,Air,Composés organiques volatils non méthaniques (COVNM),48300,kg/an
100.04249,HUTCHINSON SNC,2010,Air,Hydroflurocarbures (HFC),211,kg/an
100.04249,HUTCHINSON SNC,2010,Air,CO2 Total d'origine non biomasse uniquement,12400000,kg/an
100.04249,HUTCHINSON SNC,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12400000,kg/an
100.04249,HUTCHINSON SNC,2010,Eau (direct),Demande biologique en oxygène (DBO5),66100,kg/an
100.04249,HUTCHINSON SNC,2010,Eau (direct),Demande chimique en oxygène (DCO),153000,kg/an
100.04362,SUEZ Recyclage et Valorisation Centre Ouest- Installation de stockage de déchets non dangereux d'Orval,2010,Air,Méthane (CH4),329000,kg/an
100.04382,MALTERIES FRANCO-SUISSE,2010,Air,CO2 Total d'origine non biomasse uniquement,16800000,kg/an
100.04382,MALTERIES FRANCO-SUISSE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),16800000,kg/an
100.04585,SWISS KRONO,2010,Air,Aldéhyde formique (formaldéhyde),7290,kg/an
100.04585,SWISS KRONO,2010,Air,Composés organiques volatils non méthaniques (COVNM),967000,kg/an
100.04585,SWISS KRONO,2010,Air,Oxydes d'azote (NOx/NO2),284000,kg/an
100.04585,SWISS KRONO,2010,Air,Poussières totales,202000,kg/an
100.04585,SWISS KRONO,2010,Air,CO2 Total d'origine non biomasse uniquement,63700000,kg/an
100.04585,SWISS KRONO,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),185000000,kg/an
100.04585,SWISS KRONO,2010,Air,CO2 Total d'origine biomasse uniquement,121000000,kg/an
100.04854,Société BRANCHER KINGSWOOD,2010,Air,Composés organiques volatils non méthaniques (COVNM),32200,kg/an
100.04916,ANETT DEUX,2010,Eau (indirect),Plomb et composés (exprimés en tant que Pb),24,kg/an
100.04980,GERGONNE INDUSTRIE,2010,Air,Composés organiques volatils non méthaniques (COVNM),75200,kg/an
100.05151,SETRAD - Saint Palais,2010,Air,Méthane (CH4),807000,kg/an
100.05151,SETRAD - Saint Palais,2010,Eau (indirect),Ammoniac (NH3),751,kg/an
100.05199,Station de Roussines,2010,Air,Méthane (CH4),158000,kg/an
100.05260,Ceisa packaging - VAL DE LOIRE,2010,Air,Composés organiques volatils non méthaniques (COVNM),234000,kg/an
100.05269,IBIDEN DPF FRANCE,2010,Air,Acétaldéhyde (aldéhyde acétique  éthanal),210,kg/an
100.05755,SUEZ RV Centre Ouest - Installation de stockage de Déchets non dangereux de CHEVILLY 1,2010,Air,Méthane (CH4),492000,kg/an
100.05759,CSD de MEZIERES LEZ CLERY,2010,Air,Méthane (CH4),142000,kg/an
100.06053,LHOTELLIER R2A,2010,Air,Composés organiques volatils non méthaniques (COVNM),34300,kg/an
100.06170,SITA Centre Ouest - Centre de Stockage des déchets non dangereux de MONTEREAU,2010,Air,Méthane (CH4),226000,kg/an
100.07111,SRV Centre Ouest - Installation de Stockage de Déchets non dangereux de VILLEHERVIERS,2010,Air,Méthane (CH4),308000,kg/an
100.07112,SITA - Centre de Stockage de Déchets non dangereux d'ORCHAISE,2010,Air,Méthane (CH4),145000,kg/an
100.07319,COVED - ISDND Châtillon-sur-Indre,2010,Air,Méthane (CH4),150000,kg/an
100.07321,SITA Centre Ouest - Installation de stockage des déchets non dangereux de VICQ sur NAHON,2010,Air,Méthane (CH4),428000,kg/an
100.07479,PLACOPLATRE,2010,Air,Composés organiques volatils non méthaniques (COVNM),131000,kg/an
100.08113,CVE PITHIVIERS,2010,Air,Protoxyde d'azote (N2O),18900,kg/an
100.08113,CVE PITHIVIERS,2010,Air,Zinc et composés (exprimés en tant que Zn),274,kg/an
100.08113,CVE PITHIVIERS,2010,Air,CO2 Total d'origine non biomasse uniquement,23900000,kg/an
100.08113,CVE PITHIVIERS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),55300000,kg/an
100.08113,CVE PITHIVIERS,2010,Air,CO2 Total d'origine biomasse uniquement,31300000,kg/an
100.08348,ONO PACKAGING,2010,Air,Composés organiques volatils non méthaniques (COVNM),109000,kg/an
100.08392,COMPOGREEN SARL,2010,Sol,Cuivre et composés (exprimés en tant que Cu),53.1,kg/an
100.08392,COMPOGREEN SARL,2010,Sol,Phosphore total,31200,kg/an
100.08392,COMPOGREEN SARL,2010,Sol,Zinc et composés (exprimés en tant que Zn),154,kg/an
100.09038,SUEZ Recyclage et Valorisation Centre Ouest - Installation de stockage de Déchets non dangereux de CHEVILLY 2,2010,Air,Méthane (CH4),137000,kg/an
100.09453,BBES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21400000,kg/an
100.09453,BBES,2010,Air,CO2 Total d'origine biomasse uniquement,21400000,kg/an
10075018,SCEA CHAMPFLEURY,2010,Air,Ammoniac (NH3),22000,kg/an
101.00040,NATUREX,2010,Air,Composés organiques volatils non méthaniques (COVNM),62900,kg/an
101.00059,COGENERATION ARKEMA ( ex ATOFINA),2010,Air,CO2 Total d'origine non biomasse uniquement,33500000,kg/an
101.00059,COGENERATION ARKEMA ( ex ATOFINA),2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33500000,kg/an
101.00131,Sytraival CET II St Etienne sur Chalaronne,2010,Air,Méthane (CH4),213000,kg/an
101.00155,ISDND de Veyziat,2010,Air,Méthane (CH4),380000,kg/an
10121023,SCEA de la Buissonnière,2010,Air,Ammoniac (NH3),21500,kg/an
10121046,SCA Val du Puits,2010,Air,Ammoniac (NH3),31500,kg/an
102.00095,SEA,2010,Air,Hexafluorure de soufre (SF6),108,kg/an
10256036,SCEA de Promontval,2010,Air,Ammoniac (NH3),30400,kg/an
103.00043,Compagnie de Cogénération de Champblain,2010,Air,CO2 Total d'origine non biomasse uniquement,164000000,kg/an
103.00043,Compagnie de Cogénération de Champblain,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),164000000,kg/an
103.00057,COVESTRO ELASTOMERS SAS,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",3930,kg/an
103.00065,NOVOCERAM,2010,Air,CO2 Total d'origine non biomasse uniquement,16500000,kg/an
103.00065,NOVOCERAM,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),16500000,kg/an
103.00103,COVED - ISDND de Roussas 1,2010,Air,Méthane (CH4),587000,kg/an
103.00110,REFRESCO FRANCE - Site de Délifruits,2010,Eau (direct),Demande chimique en oxygène (DCO),810000,kg/an
103.00115,FRUIVAL,2010,Eau (direct),Demande chimique en oxygène (DCO),169000,kg/an
103.00144,SAVIEL FRANCE,2010,Air,Hydroflurocarbures (HFC),120,kg/an
103.00176,COVED - ISDND de Roussas 2,2010,Air,Méthane (CH4),1300000,kg/an
10370098,SA GALOR,2010,Air,Ammoniac (NH3),19800,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Air,CO2 Total d'origine non biomasse uniquement,56400000,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),56400000,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Eau (direct),Arsenic et composés (exprimés en tant que As),8.68,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),4.59,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Eau (direct),Fluorures (en tant que F total),3380,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Eau (direct),Mercure et composés (exprimés en tant que Hg),4.54,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),88.2,kg/an
104.00032,SUEZ RR IWS Chemicals France site de ROUSSILLON,2010,Eau (direct),Sulfates,6310000,kg/an
104.00048,DANONE,2010,Eau (direct),Demande biologique en oxygène (DBO5),266000,kg/an
104.00048,DANONE,2010,Eau (direct),Demande chimique en oxygène (DCO),1830000,kg/an
104.00048,DANONE,2010,Eau (direct),Matières en suspension (MES),394000,kg/an
104.00059,CARRIERES ET CHAUX BALTHAZARD ET COTTE Poliénas,2010,Air,CO2 Total d'origine non biomasse uniquement,80100000,kg/an
104.00059,CARRIERES ET CHAUX BALTHAZARD ET COTTE Poliénas,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),80100000,kg/an
104.00068,EDF ENR PWT,2010,Air,Composés organiques volatils non méthaniques (COVNM),78000,kg/an
104.00075,ALFI,2010,Air,CO2 Total d'origine non biomasse uniquement,20500000,kg/an
104.00075,ALFI,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20500000,kg/an
104.00077,Schneider electric,2010,Air,Chlorofluorocarbures (CFC),4,kg/an
104.00095,KNAUF INDUSTRIES EST,2010,Air,Composés organiques volatils non méthaniques (COVNM),40400,kg/an
104.00104,NOVAPEX,2010,Air,Benzène,6820,kg/an
104.00104,NOVAPEX,2010,Air,Composés organiques volatils non méthaniques (COVNM),165000,kg/an
104.00104,NOVAPEX,2010,Eau (indirect),Carbone organique total (en tant que C total ou DCO/3),360000,kg/an
104.00104,NOVAPEX,2010,Eau (indirect),Demande chimique en oxygène (DCO),976000,kg/an
104.00104,NOVAPEX,2010,Eau (indirect),Phénols (en tant que C total),10500,kg/an
104.00104,NOVAPEX,2010,Eau (direct),Phénols (en tant que C total),356,kg/an
104.00106,INDUSTELEC,2010,Air,CO2 Total d'origine non biomasse uniquement,47800000,kg/an
104.00106,INDUSTELEC,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),47800000,kg/an
104.00156,UIOM de LIVET,2010,Air,CO2 Total d'origine non biomasse uniquement,17900000,kg/an
104.00156,UIOM de LIVET,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17900000,kg/an
104.00392,Usine d'incinération des ordures ménagères au SITOM Nord Isère,2010,Air,CO2 Total d'origine non biomasse uniquement,72800000,kg/an
104.00392,Usine d'incinération des ordures ménagères au SITOM Nord Isère,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),169000000,kg/an
104.00392,Usine d'incinération des ordures ménagères au SITOM Nord Isère,2010,Air,CO2 Total d'origine biomasse uniquement,96500000,kg/an
104.00395,SOFRADIR,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),1.75,kg/an
104.00549,ISDND de Penol,2010,Air,Méthane (CH4),392000,kg/an
10430022,SCEA des Arsons,2010,Air,Ammoniac (NH3),22700,kg/an
105.00024,ISDND de Borde Matin,2010,Air,Méthane (CH4),4860000,kg/an
105.00024,ISDND de Borde Matin,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14100000,kg/an
105.00024,ISDND de Borde Matin,2010,Air,CO2 Total d'origine biomasse uniquement,14100000,kg/an
105.00024,ISDND de Borde Matin,2010,Eau (direct),Arsenic et composés (exprimés en tant que As),23.1,kg/an
105.00024,ISDND de Borde Matin,2010,Eau (direct),Mercure et composés (exprimés en tant que Hg),3.12,kg/an
105.00025,Source Badoit,2010,Air,Hydroflurocarbures (HFC),108,kg/an
105.00025,Source Badoit,2010,Eau (indirect),Arsenic et composés (exprimés en tant que As),18,kg/an
105.00026,ISDND de Mably,2010,Air,Méthane (CH4),414000,kg/an
105.00129,BIOVALE,2010,Air,CO2 Total d'origine non biomasse uniquement,43400000,kg/an
105.00129,BIOVALE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),86700000,kg/an
105.00129,BIOVALE,2010,Air,CO2 Total d'origine biomasse uniquement,43400000,kg/an
105.00177,BOUYER LEROUX STRUCTURE Site de St Marcellin en Forez,2010,Air,CO2 Total d'origine non biomasse uniquement,13000000,kg/an
105.00177,BOUYER LEROUX STRUCTURE Site de St Marcellin en Forez,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13000000,kg/an
106.00002,BIOMERIEUX,2010,Eau (indirect),Phénols (en tant que C total),94.3,kg/an
106.00206,NETCENTER DE VENISSIEUX,2010,Air,Hydrochlorofluorocarbures (HCFC),125,kg/an
106.00289,SAFRAN LANDING SYSTEMS,2010,Air,CO2 Total d'origine non biomasse uniquement,11500000,kg/an
106.00289,SAFRAN LANDING SYSTEMS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11500000,kg/an
106.00289,SAFRAN LANDING SYSTEMS,2010,Eau (indirect),Anthracène,4.02,kg/an
106.00289,SAFRAN LANDING SYSTEMS,2010,Eau (indirect),Fluoranthène,6.48,kg/an
106.00289,SAFRAN LANDING SYSTEMS,2010,Eau (indirect),Hydrocarbures aromatiques polycycliques (HAP),253,kg/an
106.00289,SAFRAN LANDING SYSTEMS,2010,Eau (indirect),"Benzo (g, h, i) pérylène",2.01,kg/an
