Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
061.02650,COMURHEX PIERRELATTE,2010,Air,Hydrochlorofluorocarbures (HCFC),220,kg/an
061.02695,TANNERIES ROUX,2010,Eau (indirect),Chrome et composés (exprimés en tant que Cr),84.9,kg/an
061.02695,TANNERIES ROUX,2010,Eau (indirect),Demande biologique en oxygène (DBO5),109000,kg/an
061.02695,TANNERIES ROUX,2010,Eau (indirect),Demande chimique en oxygène (DCO),249000,kg/an
061.02715,GERFLOR PROVENCE,2010,Air,Composés organiques volatils non méthaniques (COVNM),47100,kg/an
061.02753,STORENGY - Stockage Souterrain de TERSANNE,2010,Air,Composés organiques volatils non méthaniques (COVNM),50600,kg/an
061.02753,STORENGY - Stockage Souterrain de TERSANNE,2010,Air,Méthane (CH4),390000,kg/an
061.02760,AGRANA FRUIT FRANCE,2010,Eau (indirect),Demande biologique en oxygène (DBO5),211000,kg/an
061.02760,AGRANA FRUIT FRANCE,2010,Eau (indirect),Demande chimique en oxygène (DCO),356000,kg/an
061.02767,RHODIA OPERATIONS BU POLYAMIDE INTERMEDIATES,2010,Air,CO2 Total d'origine non biomasse uniquement,13000000,kg/an
061.02767,RHODIA OPERATIONS BU POLYAMIDE INTERMEDIATES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13000000,kg/an
061.02767,RHODIA OPERATIONS BU POLYAMIDE INTERMEDIATES,2010,Eau (indirect),Demande biologique en oxygène (DBO5),119000,kg/an
061.02767,RHODIA OPERATIONS BU POLYAMIDE INTERMEDIATES,2010,Eau (indirect),Demande chimique en oxygène (DCO),321000,kg/an
061.02778,Groupe Scapa France,2010,Air,Composés organiques volatils non méthaniques (COVNM),38400,kg/an
061.02785,ENERGIE VERTE DE VALENCE,2010,Air,CO2 Total d'origine non biomasse uniquement,34200000,kg/an
061.02785,ENERGIE VERTE DE VALENCE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),34200000,kg/an
061.02795,Aoste,2010,Sol,Zinc et composés (exprimés en tant que Zn),177,kg/an
061.02813,ARDAGH ALUMINIUM PACKAGING FRANCE,2010,Air,Composés organiques volatils non méthaniques (COVNM),169000,kg/an
061.02819,GTA,2010,Eau (indirect),Demande biologique en oxygène (DBO5),66900,kg/an
061.02819,GTA,2010,Eau (indirect),Demande chimique en oxygène (DCO),237000,kg/an
061.02822,PCAS,2010,Air,Composés organiques volatils non méthaniques (COVNM),130000,kg/an
061.02822,PCAS,2010,Eau (indirect),Demande biologique en oxygène (DBO5),109000,kg/an
061.02822,PCAS,2010,Eau (indirect),Demande chimique en oxygène (DCO),336000,kg/an
061.02824,Usine de Montalieu,2010,Air,Acide cyanhydrique (HCN),1220,kg/an
061.02824,Usine de Montalieu,2010,Air,Antimoine et composés (exprimés en tant que Sb),13,kg/an
061.02824,Usine de Montalieu,2010,Air,Arsenic et composés (exprimés en tant que As),29,kg/an
061.02824,Usine de Montalieu,2010,Air,Benzène,13300,kg/an
061.02824,Usine de Montalieu,2010,Air,Monoxyde de carbone (CO),2870000,kg/an
061.02824,Usine de Montalieu,2010,Air,Oxydes de soufre (SOx/SO2),742000,kg/an
061.02824,Usine de Montalieu,2010,Air,Oxydes d'azote (NOx/NO2),925000,kg/an
061.02824,Usine de Montalieu,2010,Air,Vanadium et ses composés,28.6,kg/an
061.02824,Usine de Montalieu,2010,Air,CO2 Total d'origine non biomasse uniquement,826000000,kg/an
061.02824,Usine de Montalieu,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),886000000,kg/an
061.02824,Usine de Montalieu,2010,Air,CO2 Total d'origine biomasse uniquement,59400000,kg/an
061.02824,Usine de Montalieu,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),38.4,kg/an
061.02832,CARRIERES ET CHAUX BALTHAZARD ET COTTE La Buisse,2010,Air,CO2 Total d'origine non biomasse uniquement,76300000,kg/an
061.02832,CARRIERES ET CHAUX BALTHAZARD ET COTTE La Buisse,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),76300000,kg/an
061.02850,Usine de Charavines,2010,Air,CO2 Total d'origine non biomasse uniquement,12100000,kg/an
061.02850,Usine de Charavines,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12100000,kg/an
061.02857,FINORGA,2010,Air,Composés organiques volatils non méthaniques (COVNM),200000,kg/an
061.02859,SIRA,2010,Eau (indirect),Nickel et composés (exprimés en tant que Ni),43.1,kg/an
061.02859,SIRA,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),105,kg/an
061.02859,SIRA,2010,Eau (direct),Zinc et composés (exprimés en tant que Zn),140,kg/an
061.02870,WINOA,2010,Air,Cobalt et composés (exprimés en tant que Co),8.19,kg/an
061.02870,WINOA,2010,Air,Cuivre et composés (exprimés en tant que Cu),268,kg/an
061.02870,WINOA,2010,Air,Mercure et composés (exprimés en tant que Hg),17.6,kg/an
061.02870,WINOA,2010,Air,Zinc et composés (exprimés en tant que Zn),652,kg/an
061.02870,WINOA,2010,Air,CO2 Total d'origine non biomasse uniquement,14600000,kg/an
061.02870,WINOA,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14600000,kg/an
061.02870,WINOA,2010,Eau (direct),Phénols (en tant que C total),26.8,kg/an
061.02870,WINOA,2010,Eau (direct),Plomb et composés (exprimés en tant que Pb),20.3,kg/an
061.02871,ASCOMETAL usine d' ALLEVARD,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17100000,kg/an
061.02871,ASCOMETAL usine d' ALLEVARD,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),3.15,kg/an
061.02885,STMicroelectronics,2010,Air,Composés organiques volatils non méthaniques (COVNM),134000,kg/an
061.02885,STMicroelectronics,2010,Air,Hexafluorure de soufre (SF6),54.5,kg/an
061.02885,STMicroelectronics,2010,Air,Perfluorocarbures (PFC),6200,kg/an
061.02885,STMicroelectronics,2010,Air,Trifluorure d'azote (trifluoramine),585,kg/an
061.02885,STMicroelectronics,2010,Air,Sulfonate de perfluorooctane (SPFO),0.00002,kg/an
061.02885,STMicroelectronics,2010,Air,CO2 Total d'origine non biomasse uniquement,10400000,kg/an
061.02885,STMicroelectronics,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10400000,kg/an
061.02885,STMicroelectronics,2010,Eau (direct),Cuivre et composés (exprimés en tant que Cu),185,kg/an
061.02885,STMicroelectronics,2010,Eau (direct),Fluorures (en tant que F total),15200,kg/an
061.02887,USINE DE CROLLES,2010,Eau (direct),Demande biologique en oxygène (DBO5),203000,kg/an
061.02887,USINE DE CROLLES,2010,Eau (direct),Demande chimique en oxygène (DCO),403000,kg/an
061.02889,Centre de Stockage de déchets ultimes,2010,Eau (indirect),Mercure et composés (exprimés en tant que Hg),4.37,kg/an
061.02911,CATERPILLAR FRANCE SAS - Site d'Echirolles,2010,Air,Composés organiques volatils non méthaniques (COVNM),31900,kg/an
061.02923,Chaufferie de la Villeneuve,2010,Air,Oxydes de soufre (SOx/SO2),215000,kg/an
061.02923,Chaufferie de la Villeneuve,2010,Air,Oxydes d'azote (NOx/NO2),135000,kg/an
061.02923,Chaufferie de la Villeneuve,2010,Air,CO2 Total d'origine non biomasse uniquement,47100000,kg/an
061.02923,Chaufferie de la Villeneuve,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),84700000,kg/an
061.02923,Chaufferie de la Villeneuve,2010,Air,CO2 Total d'origine biomasse uniquement,37600000,kg/an
061.02939,AMCOR FLEXIBLE FROGES,2010,Air,Composés organiques volatils non méthaniques (COVNM),1470000,kg/an
061.02945,SIEMENS SAS Grenoble,2010,Air,Hexafluorure de soufre (SF6),1010,kg/an
061.02955,SANDVIK HYPERION SAS,2010,Eau (indirect),Cobalt et composés (exprimés en tant que Co),247,kg/an
061.02957,Chaufferie de la Poterne,2010,Air,Chlore et composés inorganiques (en tant que HCl),23400,kg/an
061.02957,Chaufferie de la Poterne,2010,Air,Oxydes de soufre (SOx/SO2),163000,kg/an
061.02957,Chaufferie de la Poterne,2010,Air,Oxydes d'azote (NOx/NO2),120000,kg/an
061.02957,Chaufferie de la Poterne,2010,Air,Protoxyde d'azote (N2O),14000,kg/an
061.02957,Chaufferie de la Poterne,2010,Air,CO2 Total d'origine non biomasse uniquement,79700000,kg/an
061.02957,Chaufferie de la Poterne,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),114000000,kg/an
061.02957,Chaufferie de la Poterne,2010,Air,CO2 Total d'origine biomasse uniquement,34300000,kg/an
061.02962,Umicore Specialty Powders France,2010,Air,Cobalt et composés (exprimés en tant que Co),9,kg/an
061.02962,Umicore Specialty Powders France,2010,Eau (indirect),Cuivre et composés (exprimés en tant que Cu),365,kg/an
061.02965,CEA,2010,Eau (direct),Demande chimique en oxygène (DCO),194000,kg/an
061.02982,SOCIETE J. CARREL SA,2010,Air,Hydroflurocarbures (HFC),178,kg/an
061.02988,TREDI,2010,Air,Trichlorobenzènes (TCB) (tous les isomères),24.6,kg/an
061.02993,ARKEMA,2010,Air,"1,2-dichloroéthane (DCE - chlorure d'éthylène)",21200,kg/an
061.02993,ARKEMA,2010,Air,Composés organiques volatils non méthaniques (COVNM),79800,kg/an
061.02993,ARKEMA,2010,Air,Hydrochlorofluorocarbures (HCFC),166,kg/an
061.02993,ARKEMA,2010,Air,Hydroflurocarbures (HFC),436,kg/an
061.02993,ARKEMA,2010,Air,Mercure et composés (exprimés en tant que Hg),86.9,kg/an
061.02993,ARKEMA,2010,Air,CO2 Total d'origine non biomasse uniquement,37300000,kg/an
061.02993,ARKEMA,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),37300000,kg/an
061.02993,ARKEMA,2010,Eau (direct),"1,2-dichloroéthane (DCE - chlorure d'éthylène)",471,kg/an
061.02993,ARKEMA,2010,Eau (direct),Azote total,68300,kg/an
061.02993,ARKEMA,2010,Eau (direct),Chloroforme (trichlorométhane),13,kg/an
061.02993,ARKEMA,2010,Eau (direct),Chlorures (en tant que Cl total),8310000,kg/an
061.02993,ARKEMA,2010,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),2310,kg/an
061.02993,ARKEMA,2010,Eau (direct),Demande chimique en oxygène (DCO),324000,kg/an
061.02993,ARKEMA,2010,Eau (direct),Fer et composés (exprimés en tant que Fe),3840,kg/an
061.02993,ARKEMA,2010,Eau (direct),Manganèse et composés (exprimés en tant que Mn),2750,kg/an
061.02993,ARKEMA,2010,Eau (direct),Mercure et composés (exprimés en tant que Hg),33,kg/an
061.02993,ARKEMA,2010,Eau (direct),Zinc et composés (exprimés en tant que Zn),1510,kg/an
061.02995,Framatome Jarrie,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),185,kg/an
061.02997,USINE des CLAVAUX,2010,Air,Oxydes de soufre (SOx/SO2),485000,kg/an
061.02997,USINE des CLAVAUX,2010,Air,Oxydes d'azote (NOx/NO2),105000,kg/an
061.02997,USINE des CLAVAUX,2010,Air,CO2 Total d'origine non biomasse uniquement,161000000,kg/an
061.02997,USINE des CLAVAUX,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),236000000,kg/an
061.02997,USINE des CLAVAUX,2010,Air,CO2 Total d'origine biomasse uniquement,75000000,kg/an
061.03013,BATH Toilettes et accessoires ALLIBERT TS,2010,Air,Composés organiques volatils non méthaniques (COVNM),117000,kg/an
061.03032,REXOR,2010,Air,Composés organiques volatils non méthaniques (COVNM),73100,kg/an
061.03048,Rhodia Energy Services Pont-de-Claix,2010,Air,Oxydes d'azote (NOx/NO2),355000,kg/an
061.03048,Rhodia Energy Services Pont-de-Claix,2010,Air,Protoxyde d'azote (N2O),15300,kg/an
061.03048,Rhodia Energy Services Pont-de-Claix,2010,Air,CO2 Total d'origine non biomasse uniquement,322000000,kg/an
061.03048,Rhodia Energy Services Pont-de-Claix,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),322000000,kg/an
061.03058,DELTASACS,2010,Air,Composés organiques volatils non méthaniques (COVNM),56500,kg/an
061.03059,R2R sas,2010,Air,Composés organiques volatils non méthaniques (COVNM),207000,kg/an
061.03062,AHLSTROM-MUNKSJO LA GERE,2010,Air,CO2 Total d'origine non biomasse uniquement,48000000,kg/an
061.03062,AHLSTROM-MUNKSJO LA GERE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),48000000,kg/an
061.03062,AHLSTROM-MUNKSJO LA GERE,2010,Eau (direct),Demande biologique en oxygène (DBO5),45300,kg/an
061.03062,AHLSTROM-MUNKSJO LA GERE,2010,Eau (direct),Demande chimique en oxygène (DCO),190000,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Air,Composés organiques volatils non méthaniques (COVNM),84400,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",128000,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Air,Protoxyde d'azote (N2O),202000,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (direct),Aluminium et composés (exprimés en tant que Al),8720,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (indirect),Carbone organique total (en tant que C total ou DCO/3),94200,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (indirect),Composés organohalogénés (exprimés en tant que AOX),9300,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (indirect),Demande chimique en oxygène (DCO),279000,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (indirect),"Dichlorométhane (DCM, chlorure de méthylène)",11200,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (indirect),Etain et composés (exprimés en tant que Sn),416,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),756,kg/an
061.03084,RHODIA Opérations - établissement de Roussillon,2010,Eau (direct),Phénols (en tant que C total),1020,kg/an
061.03087,KNAUF SUD EST,2010,Air,Composés organiques volatils non méthaniques (COVNM),133000,kg/an
061.03108,VICAT Saint-Egrève,2010,Air,Composés organiques volatils non méthaniques (COVNM),30200,kg/an
061.03108,VICAT Saint-Egrève,2010,Air,Monoxyde de carbone (CO),719000,kg/an
061.03108,VICAT Saint-Egrève,2010,Air,Oxydes d'azote (NOx/NO2),269000,kg/an
061.03108,VICAT Saint-Egrève,2010,Air,CO2 Total d'origine non biomasse uniquement,206000000,kg/an
061.03108,VICAT Saint-Egrève,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),206000000,kg/an
061.03136,Bourbon Automotive Plastics - Site de Saint Marcellin,2010,Air,Composés organiques volatils non méthaniques (COVNM),69900,kg/an
061.03167,SA LELY ENVIRONNEMENT,2010,Air,Méthane (CH4),282000,kg/an
061.03167,SA LELY ENVIRONNEMENT,2010,Air,Sulfure d'hydrogène (H2S),4470,kg/an
061.03167,SA LELY ENVIRONNEMENT,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10500000,kg/an
061.03167,SA LELY ENVIRONNEMENT,2010,Air,CO2 Total d'origine biomasse uniquement,10500000,kg/an
061.03167,SA LELY ENVIRONNEMENT,2010,Eau (indirect),Nickel et composés (exprimés en tant que Ni),20.5,kg/an
061.03168,C.S.D.U DE ST QUENTIN SUR ISERE,2010,Air,Méthane (CH4),166000,kg/an
061.03189,EUROFLOAT,2010,Air,Oxydes de soufre (SOx/SO2),187000,kg/an
061.03189,EUROFLOAT,2010,Air,Oxydes d'azote (NOx/NO2),611000,kg/an
061.03189,EUROFLOAT,2010,Air,Protoxyde d'azote (N2O),242000,kg/an
061.03189,EUROFLOAT,2010,Air,CO2 Total d'origine non biomasse uniquement,106000000,kg/an
061.03189,EUROFLOAT,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),106000000,kg/an
061.03190,Trédi,2010,Air,Mercure et composés (exprimés en tant que Hg),137,kg/an
061.03190,Trédi,2010,Air,Oxydes d'azote (NOx/NO2),210000,kg/an
061.03190,Trédi,2010,Air,CO2 Total d'origine non biomasse uniquement,241000000,kg/an
061.03190,Trédi,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),241000000,kg/an
061.03190,Trédi,2010,Eau (direct),Arsenic et composés (exprimés en tant que As),10.5,kg/an
061.03190,Trédi,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),5.6,kg/an
061.03190,Trédi,2010,Eau (direct),Chlorures (en tant que Cl total),4760000,kg/an
061.03190,Trédi,2010,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),1920,kg/an
061.03190,Trédi,2010,Eau (direct),Fluorures (en tant que F total),11600,kg/an
061.03190,Trédi,2010,Eau (direct),Mercure et composés (exprimés en tant que Hg),24.2,kg/an
061.03190,Trédi,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),32.6,kg/an
061.03190,Trédi,2010,Eau (direct),Plomb et composés (exprimés en tant que Pb),53.7,kg/an
061.03190,Trédi,2010,Eau (direct),Zinc et composés (exprimés en tant que Zn),159,kg/an
061.03196,ISDND de Satolas,2010,Air,Méthane (CH4),1360000,kg/an
061.03196,ISDND de Satolas,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22500000,kg/an
061.03196,ISDND de Satolas,2010,Air,CO2 Total d'origine biomasse uniquement,22500000,kg/an
061.03213,SITE ENDUCTION BAT A,2010,Air,Composés organiques volatils non méthaniques (COVNM),336000,kg/an
061.03219,ECL Duin,2010,Air,CO2 Total d'origine non biomasse uniquement,67500000,kg/an
061.03219,ECL Duin,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),67500000,kg/an
061.03223,Usine d'incinération ATHANOR,2010,Air,CO2 Total d'origine non biomasse uniquement,70400000,kg/an
061.03223,Usine d'incinération ATHANOR,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),159000000,kg/an
061.03223,Usine d'incinération ATHANOR,2010,Air,CO2 Total d'origine biomasse uniquement,88200000,kg/an
061.03223,Usine d'incinération ATHANOR,2010,Eau (indirect),Cadmium et composés (exprimés en tant que Cd),2.06,kg/an
061.03236,MERMET SAS,2010,Air,Composés organiques volatils non méthaniques (COVNM),67100,kg/an
061.03244,CANDIA,2010,Eau (direct),Demande chimique en oxygène (DCO),291000,kg/an
061.03244,CANDIA,2010,Eau (direct),Phosphore total,7470,kg/an
061.03265,PAPETERIES DE VIZILLE,2010,Air,CO2 Total d'origine non biomasse uniquement,20900000,kg/an
061.03265,PAPETERIES DE VIZILLE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20900000,kg/an
061.03265,PAPETERIES DE VIZILLE,2010,Eau (direct),Demande biologique en oxygène (DBO5),120000,kg/an
061.03265,PAPETERIES DE VIZILLE,2010,Eau (direct),Demande chimique en oxygène (DCO),195000,kg/an
061.03282,STEPAN EUROPE,2010,Eau (indirect),Carbone organique total (en tant que C total ou DCO/3),70900,kg/an
061.03282,STEPAN EUROPE,2010,Eau (indirect),Demande biologique en oxygène (DBO5),81900,kg/an
061.03282,STEPAN EUROPE,2010,Eau (indirect),Demande chimique en oxygène (DCO),237000,kg/an
061.03291,SNF SAS,2010,Air,Composés organiques volatils non méthaniques (COVNM),152000,kg/an
061.03291,SNF SAS,2010,Air,CO2 Total d'origine non biomasse uniquement,45100000,kg/an
061.03291,SNF SAS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),45100000,kg/an
061.03294,TECHNIQUES SURFACES ANDREZIEUX,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),34,kg/an
061.03344,SDCF,2010,Air,CO2 Total d'origine non biomasse uniquement,23900000,kg/an
061.03344,SDCF,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),23900000,kg/an
061.03346,COVERIS Flexibles France - Firminy,2010,Air,Composés organiques volatils non méthaniques (COVNM),104000,kg/an
061.03348,AUBERT & DUVAL - Site de Firminy,2010,Air,CO2 Total d'origine non biomasse uniquement,18600000,kg/an
061.03348,AUBERT & DUVAL - Site de Firminy,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18600000,kg/an
061.03381,"INDUSTEEL Loire, site de CHATEAUNEUF",2010,Air,CO2 Total d'origine non biomasse uniquement,42800000,kg/an
061.03381,"INDUSTEEL Loire, site de CHATEAUNEUF",2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),42800000,kg/an
061.03394,SOFIDEL FRANCE,2010,Air,CO2 Total d'origine non biomasse uniquement,11000000,kg/an
061.03394,SOFIDEL FRANCE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11000000,kg/an
061.03394,SOFIDEL FRANCE,2010,Eau (indirect),Demande biologique en oxygène (DBO5),46700,kg/an
061.03394,SOFIDEL FRANCE,2010,Eau (indirect),Demande chimique en oxygène (DCO),203000,kg/an
061.03396,Manufacture Française des Pneumatiques Michelin - Usine de Roanne,2010,Air,Composés organiques volatils non méthaniques (COVNM),139000,kg/an
061.03396,Manufacture Française des Pneumatiques Michelin - Usine de Roanne,2010,Air,CO2 Total d'origine non biomasse uniquement,11800000,kg/an
061.03396,Manufacture Française des Pneumatiques Michelin - Usine de Roanne,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11800000,kg/an
061.03398,ULTRA-NOVA,2010,Air,Trichloréthylène,3210,kg/an
061.03406,Les Eaux Minérales de Saint Alban,2010,Eau (indirect),Demande biologique en oxygène (DBO5),342000,kg/an
061.03406,Les Eaux Minérales de Saint Alban,2010,Eau (indirect),Demande chimique en oxygène (DCO),565000,kg/an
061.03420,Société Nouvelle Galvaloire,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),175,kg/an
061.03488,HOPITAL NORD DE SAINT-ETIENNE,2010,Air,CO2 Total d'origine non biomasse uniquement,10600000,kg/an
061.03488,HOPITAL NORD DE SAINT-ETIENNE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10600000,kg/an
061.03490,VERRERIE DE ST JSUT,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),3,kg/an
061.03493,Verallia,2010,Air,Arsenic et composés (exprimés en tant que As),37,kg/an
061.03493,Verallia,2010,Air,Oxydes de soufre (SOx/SO2),486000,kg/an
061.03493,Verallia,2010,Air,Oxydes d'azote (NOx/NO2),248000,kg/an
061.03493,Verallia,2010,Air,CO2 Total d'origine non biomasse uniquement,109000000,kg/an
061.03493,Verallia,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),109000000,kg/an
061.03499,BECKER INDUSTRIE,2010,Air,Composés organiques volatils non méthaniques (COVNM),202000,kg/an
061.03500,TEINTURES ET APPRETS DE LA TRAMBOUZE,2010,Eau (indirect),Demande biologique en oxygène (DBO5),69800,kg/an
061.03500,TEINTURES ET APPRETS DE LA TRAMBOUZE,2010,Eau (indirect),Demande chimique en oxygène (DCO),170000,kg/an
061.03518,BODYCOTE site de La Talaudière,2010,Air,"Tétrachloroéthylène (PER, tétrachloroéthylène)",6290,kg/an
061.03523,OI MANUFACTURING Usine de Veauche,2010,Air,Oxydes de soufre (SOx/SO2),253000,kg/an
061.03523,OI MANUFACTURING Usine de Veauche,2010,Air,Oxydes d'azote (NOx/NO2),231000,kg/an
061.03523,OI MANUFACTURING Usine de Veauche,2010,Air,CO2 Total d'origine non biomasse uniquement,85300000,kg/an
061.03523,OI MANUFACTURING Usine de Veauche,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),85300000,kg/an
061.03556,AVERY DENNISON MATERIALS France,2010,Air,Composés organiques volatils non méthaniques (COVNM),86800,kg/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,2010,Air,Oxydes d'azote (NOx/NO2),453000,kg/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,2010,Air,Vanadium et ses composés,25.4,kg/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,2010,Air,CO2 Total d'origine non biomasse uniquement,266000000,kg/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),284000000,kg/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,2010,Air,CO2 Total d'origine biomasse uniquement,18500000,kg/an
061.03596,RHODIA OPERATIONS - Etablissement secondaire de Collonges,2010,Air,Oxydes d'azote (NOx/NO2),126000,kg/an
061.03596,RHODIA OPERATIONS - Etablissement secondaire de Collonges,2010,Air,Poussières totales,159000,kg/an
061.03596,RHODIA OPERATIONS - Etablissement secondaire de Collonges,2010,Air,CO2 Total d'origine non biomasse uniquement,102000000,kg/an
061.03596,RHODIA OPERATIONS - Etablissement secondaire de Collonges,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),102000000,kg/an
061.03596,RHODIA OPERATIONS - Etablissement secondaire de Collonges,2010,Eau (direct),Sulfates,58700000,kg/an
061.03616,TOTAL Additifs et Carburants Spéciaux,2010,Air,Composés organiques volatils non méthaniques (COVNM),133000,kg/an
061.03643,BIOMERIEUX Site de Marcy l'Etoile,2010,Air,Hydrochlorofluorocarbures (HCFC),149,kg/an
061.03644,SANOFI PASTEUR Campus Mérieux,2010,Air,Hydrochlorofluorocarbures (HCFC),263,kg/an
061.03644,SANOFI PASTEUR Campus Mérieux,2010,Air,Hydroflurocarbures (HFC),1140,kg/an
061.03644,SANOFI PASTEUR Campus Mérieux,2010,Air,CO2 Total d'origine non biomasse uniquement,30400000,kg/an
061.03644,SANOFI PASTEUR Campus Mérieux,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),30400000,kg/an
061.03644,SANOFI PASTEUR Campus Mérieux,2010,Eau (indirect),Phosphore total,7150,kg/an
061.03644,SANOFI PASTEUR Campus Mérieux,2010,Eau (indirect),Phénols (en tant que C total),32.7,kg/an
061.03654,VOLAILLES CORICO,2010,Eau (indirect),Demande biologique en oxygène (DBO5),291000,kg/an
061.03654,VOLAILLES CORICO,2010,Eau (indirect),Demande chimique en oxygène (DCO),540000,kg/an
061.03657,SNCF - Technicentre d'Oullins,2010,Air,Hydrochlorofluorocarbures (HCFC),32,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Air,Composés organiques volatils non méthaniques (COVNM),259000,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Air,CO2 Total d'origine non biomasse uniquement,18400000,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18400000,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Eau (direct),Arsenic et composés (exprimés en tant que As),27.7,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Eau (direct),Chloroforme (trichlorométhane),18.1,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),1550,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Eau (direct),"Dichlorométhane (DCM, chlorure de méthylène)",261,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Eau (direct),Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),0.01,kg/an
061.03663,SANOFI PASTEUR NVL,2010,Eau (direct),Phénols (en tant que C total),1130,kg/an
061.03676,Station d'épuration à Pierre Bénite,2010,Air,Mercure et composés (exprimés en tant que Hg),22.6,kg/an
061.03676,Station d'épuration à Pierre Bénite,2010,Eau (indirect),Mercure et composés (exprimés en tant que Hg),1.77,kg/an
061.03685,ARKEMA Pierre-Bénite,2010,Air,"1,1,1-trichloroéthane (TCE)",5460,kg/an
061.03685,ARKEMA Pierre-Bénite,2010,Air,Chlorofluorocarbures (CFC),434,kg/an
061.03685,ARKEMA Pierre-Bénite,2010,Air,Chloroforme (trichlorométhane),978,kg/an
061.03685,ARKEMA Pierre-Bénite,2010,Air,Hydrochlorofluorocarbures (HCFC),51400,kg/an
