Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),44300000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Aluminium et composés (exprimés en tant que Al),214000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Arsenic et composés (exprimés en tant que As),41,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),2,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Chrome et composés (exprimés en tant que Cr),12000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),120,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Demande chimique en oxygène (DCO),423000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Fer et composés (exprimés en tant que Fe),819000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Manganèse et composés (exprimés en tant que Mn),33600,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Matières en suspension (MES),640000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Nickel et composés (exprimés en tant que Ni),416,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Phosphore total,12100,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),228,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Sulfates,31400000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Titane et composés (exprimés en tant que Ti),225000,kg/an
070.00922,HUNTSMAN P & A FRANCE SAS,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),914,kg/an
529.01536,SARL LE PAGE,2013,Air,Ammoniac (NH3),20900,kg/an
572.01466,SCEA DENIEUL,2013,Air,Ammoniac (NH3),15600,kg/an
061.03782,Teintureries De Tarare,2013,Eau (indirect),Demande biologique en oxygène (DBO5),67100,kg/an
061.03782,Teintureries De Tarare,2013,Eau (indirect),Demande chimique en oxygène (DCO),170000,kg/an
062.01610,SFTR - ISDND Montois-la-Montagne,2013,Air,Méthane (CH4),197000,kg/an
065.03218,Chaufferie de Parly 2,2013,Air,CO2 Total d'origine non biomasse uniquement,33500000,kg/an
065.03218,Chaufferie de Parly 2,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33500000,kg/an
067.02736,Evonik Oil Additives SAS,2013,Eau (indirect),Demande chimique en oxygène (DCO),380000,kg/an
072.03926,Ciments CALCIA,2013,Air,Oxydes d'azote (NOx/NO2),827000,kg/an
072.03926,Ciments CALCIA,2013,Air,CO2 Total d'origine non biomasse uniquement,514000000,kg/an
072.03926,Ciments CALCIA,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),541000000,kg/an
072.03926,Ciments CALCIA,2013,Air,CO2 Total d'origine biomasse uniquement,27100000,kg/an
072.03926,Ciments CALCIA,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),1.84,kg/an
072.03926,Ciments CALCIA,2013,Eau (direct),Mercure et composés (exprimés en tant que Hg),3.22,kg/an
072.03926,Ciments CALCIA,2013,Eau (direct),Phénols (en tant que C total),23,kg/an
072.03926,Ciments CALCIA,2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),27.6,kg/an
16113010,AUCHAN LA COURONNE,2013,Air,Hydroflurocarbures (HFC),542,kg/an
529.02739,SAS DE KERENES,2013,Air,Ammoniac (NH3),16200,kg/an
572.01662,LDC Saint-Laurent Dinde,2013,Eau (indirect),Demande biologique en oxygène (DBO5),1010000,kg/an
572.01662,LDC Saint-Laurent Dinde,2013,Eau (indirect),Demande chimique en oxygène (DCO),1670000,kg/an
572.01662,LDC Saint-Laurent Dinde,2013,Eau (indirect),Matières en suspension (MES),555000,kg/an
572.01662,LDC Saint-Laurent Dinde,2013,Eau (indirect),Phosphore total,14100,kg/an
75290105,EARL KOAT PENHOAT,2013,Air,Ammoniac (NH3),14900,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Arsenic et composés (exprimés en tant que As),92.9,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Azote total,354000,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),46,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Chlorures (en tant que Cl total),4550000,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Chrome et composés (exprimés en tant que Cr),232,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),2160,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),1240,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Demande biologique en oxygène (DBO5),727000,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Demande chimique en oxygène (DCO),2880000,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Manganèse et composés (exprimés en tant que Mn),1810,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Matières en suspension (MES),1390000,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Mercure et composés (exprimés en tant que Hg),13.2,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Nickel et composés (exprimés en tant que Ni),232,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Phosphore total,145000,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),136,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Sulfates,3010000,kg/an
769.15201,STEP - Lyon - Pierre Bénite,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),7850,kg/an
063.01568,ARRIVE S A S -ST FULGENT,2013,Air,Protoxyde d'azote (N2O),30300,kg/an
065.03227,Technocentre Renault,2013,Air,CO2 Total d'origine non biomasse uniquement,14800000,kg/an
065.03227,Technocentre Renault,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14800000,kg/an
070.00923,TIM SAS,2013,Air,Composés organiques volatils non méthaniques (COVNM),38300,kg/an
529.04512,DOUX SA Ets FPP QUIMPER,2013,Eau (indirect),Demande biologique en oxygène (DBO5),111000,kg/an
529.04512,DOUX SA Ets FPP QUIMPER,2013,Eau (indirect),Demande chimique en oxygène (DCO),182000,kg/an
572.01665,CHARAL,2013,Sol,Cuivre et composés (exprimés en tant que Cu),65,kg/an
572.01665,CHARAL,2013,Sol,Zinc et composés (exprimés en tant que Zn),324,kg/an
75290122,EARL DE PENHOAT,2013,Air,Ammoniac (NH3),11600,kg/an
061.01989,KEM ONE BALAN,2013,Air,Chlorure de vinyle (chloroéthène),8690,kg/an
061.01989,KEM ONE BALAN,2013,Air,CO2 Total d'origine non biomasse uniquement,35000000,kg/an
061.01989,KEM ONE BALAN,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),35000000,kg/an
061.01989,KEM ONE BALAN,2013,Eau (direct),Chlorure de vinyle (chloroéthène),53.8,kg/an
061.02887,USINE DE CROLLES,2013,Eau (indirect),Demande biologique en oxygène (DBO5),183000,kg/an
061.02887,USINE DE CROLLES,2013,Eau (indirect),Demande chimique en oxygène (DCO),417000,kg/an
061.03810,ENGIE Réseaux,2013,Air,CO2 Total d'origine non biomasse uniquement,31400000,kg/an
061.03810,ENGIE Réseaux,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),31400000,kg/an
062.01615,FRANCE GALVA LORRAINE,2013,Air,Zinc et composés (exprimés en tant que Zn),259,kg/an
063.01622,CROMOLOGY RESEARCH & INDUSTRY OUEST,2013,Air,Composés organiques volatils non méthaniques (COVNM),44300,kg/an
065.06493,CHAUFFERIE A CENTRE,2013,Air,CO2 Total d'origine non biomasse uniquement,13100000,kg/an
065.06493,CHAUFFERIE A CENTRE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13100000,kg/an
068.09361,FRIGOPOLIS,2013,Air,Chlorofluorocarbures (CFC),44,kg/an
070.00936,TEREOS FRANCE,2013,Air,Oxydes de soufre (SOx/SO2),879000,kg/an
070.00936,TEREOS FRANCE,2013,Air,Oxydes d'azote (NOx/NO2),396000,kg/an
070.00936,TEREOS FRANCE,2013,Air,CO2 Total d'origine non biomasse uniquement,201000000,kg/an
070.00936,TEREOS FRANCE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),201000000,kg/an
250.00009,FOULON SOPAGLY,2013,Eau (indirect),Demande biologique en oxygène (DBO5),210000,kg/an
250.00009,FOULON SOPAGLY,2013,Eau (indirect),Demande chimique en oxygène (DCO),309000,kg/an
53004105,SCEA DE LA VERRERIE,2013,Air,Ammoniac (NH3),22800,kg/an
572.01666,MARIE,2013,Eau (indirect),Demande biologique en oxygène (DBO5),87400,kg/an
75290126,SCEADES PEUPLIERS,2013,Air,Ammoniac (NH3),12200,kg/an
769.19901,STEP - Lyon - Saint Fons,2013,Eau (direct),Azote total,389000,kg/an
769.19901,STEP - Lyon - Saint Fons,2013,Eau (direct),Carbone organique total (en tant que C total ou DCO/3),1470000,kg/an
769.19901,STEP - Lyon - Saint Fons,2013,Eau (direct),Demande biologique en oxygène (DBO5),1090000,kg/an
769.19901,STEP - Lyon - Saint Fons,2013,Eau (direct),Demande chimique en oxygène (DCO),4410000,kg/an
769.19901,STEP - Lyon - Saint Fons,2013,Eau (direct),Matières en suspension (MES),2000000,kg/an
769.19901,STEP - Lyon - Saint Fons,2013,Eau (direct),Phosphore total,196000,kg/an
769.19901,STEP - Lyon - Saint Fons,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),4280,kg/an
058.00507,RUBIS TERMINAL'Aval',2013,Air,Composés organiques volatils non méthaniques (COVNM),74500,kg/an
061.03839,SAVOIE REFRACTAIRES,2013,Eau (indirect),Mercure et composés (exprimés en tant que Hg),2.51,kg/an
063.01639,SunChemical,2013,Air,Composés organiques volatils non méthaniques (COVNM),77000,kg/an
065.06495,SCUC Chaufferie Echat Ouest,2013,Air,CO2 Total d'origine non biomasse uniquement,11700000,kg/an
065.06495,SCUC Chaufferie Echat Ouest,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11700000,kg/an
070.00938,TEREOS- Etablissement d'ATTIN,2013,Air,Oxydes de soufre (SOx/SO2),209000,kg/an
070.00938,TEREOS- Etablissement d'ATTIN,2013,Air,Oxydes d'azote (NOx/NO2),104000,kg/an
070.00938,TEREOS- Etablissement d'ATTIN,2013,Air,CO2 Total d'origine non biomasse uniquement,60800000,kg/an
070.00938,TEREOS- Etablissement d'ATTIN,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),60800000,kg/an
072.04027,Saint Jean Industries Poitou,2013,Air,Hydrochlorofluorocarbures (HCFC),5.98,kg/an
250.00022,SMET 71,2013,Air,Oxydes de soufre (SOx/SO2),169000,kg/an
53008196,GAEC FORET,2013,Air,Ammoniac (NH3),12300,kg/an
058.00509,ORIL Industrie - Usine de Bolbec,2013,Air,"1,4-dioxane",5610,kg/an
058.00509,ORIL Industrie - Usine de Bolbec,2013,Air,Composés organiques volatils non méthaniques (COVNM),306000,kg/an
058.00509,ORIL Industrie - Usine de Bolbec,2013,Air,"Dichlorométhane (DCM, chlorure de méthylène)",10600,kg/an
058.00509,ORIL Industrie - Usine de Bolbec,2013,Air,Méthanol (alcool méthylique),36100,kg/an
063.01654,APLIX,2013,Air,Composés organiques volatils non méthaniques (COVNM),50000,kg/an
065.06496,CENTRALE THERMIQUE N°1,2013,Air,CO2 Total d'origine non biomasse uniquement,20100000,kg/an
065.06496,CENTRALE THERMIQUE N°1,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20100000,kg/an
067.03165,JUNGBUNZLAUER SA,2013,Eau (indirect),Demande chimique en oxygène (DCO),2990000,kg/an
068.09533,Soleval France,2013,Air,Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),0.00036,kg/an
070.03600,PLASTIC OMNIUM AUTO EXTERIEUR SAS,2013,Air,Composés organiques volatils non méthaniques (COVNM),99100,kg/an
100.04362,SUEZ Recyclage et Valorisation Centre Ouest- Installation de stockage de déchets non dangereux d'Orval,2013,Air,Méthane (CH4),239000,kg/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2013,Air,Oxydes de soufre (SOx/SO2),154000,kg/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2013,Air,Oxydes d'azote (NOx/NO2),162000,kg/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2013,Air,CO2 Total d'origine non biomasse uniquement,69500000,kg/an
163.00107,O-I MANUFACTURING FRANCE - Usine de Puy-Guillaume,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),69500000,kg/an
53039304,BERGERE Jérôme,2013,Air,Ammoniac (NH3),10400,kg/an
572.01678,LDC-STATION,2013,Sol,Cuivre et composés (exprimés en tant que Cu),56,kg/an
572.01678,LDC-STATION,2013,Sol,Zinc et composés (exprimés en tant que Zn),197,kg/an
75290153,EARL HENAFF,2013,Air,Ammoniac (NH3),10700,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Arsenic et composés (exprimés en tant que As),117,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Azote total,66200,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),1.3,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Carbone organique total (en tant que C total ou DCO/3),73800,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),75,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Demande chimique en oxygène (DCO),221000,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),"Dichlorométhane (DCM, chlorure de méthylène)",13,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Hydrazine,479,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Manganèse et composés (exprimés en tant que Mn),579,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Mercure et composés (exprimés en tant que Hg),1.3,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Nickel et composés (exprimés en tant que Ni),46,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),89,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),167,kg/an
769.26403,STEP - VILLEFRANCHE SUR SAONE,2013,Eau (direct),Sulfonate de perfluorooctane (SPFO),0.5,kg/an
061.02002,Usine d'incinération d'ordures ménagères,2013,Air,CO2 Total d'origine non biomasse uniquement,46700000,kg/an
061.02002,Usine d'incinération d'ordures ménagères,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),107000000,kg/an
061.02002,Usine d'incinération d'ordures ménagères,2013,Air,CO2 Total d'origine biomasse uniquement,60800000,kg/an
063.01709,STOROPACK FRANCE S.A.S. st seb,2013,Air,Composés organiques volatils non méthaniques (COVNM),56600,kg/an
065.03268,Usine de Flins,2013,Air,Composés organiques volatils non méthaniques (COVNM),423000,kg/an
065.03268,Usine de Flins,2013,Air,Hydrochlorofluorocarbures (HCFC),12.9,kg/an
065.03268,Usine de Flins,2013,Air,Hydroflurocarbures (HFC),135,kg/an
065.03268,Usine de Flins,2013,Air,CO2 Total d'origine non biomasse uniquement,39100000,kg/an
065.03268,Usine de Flins,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),39100000,kg/an
065.03268,Usine de Flins,2013,Eau (direct),Nickel et composés (exprimés en tant que Ni),52.4,kg/an
058.00520,NOVACEL,2013,Air,Composés organiques volatils non méthaniques (COVNM),651000,kg/an
061.03843,C.U. des Minguettes,2013,Air,CO2 Total d'origine non biomasse uniquement,31800000,kg/an
061.03843,C.U. des Minguettes,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),58700000,kg/an
061.03843,C.U. des Minguettes,2013,Air,CO2 Total d'origine biomasse uniquement,26900000,kg/an
062.01682,DEPALOR S.A.S,2013,Air,Oxydes d'azote (NOx/NO2),112000,kg/an
062.01682,DEPALOR S.A.S,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),27200000,kg/an
062.01682,DEPALOR S.A.S,2013,Air,CO2 Total d'origine biomasse uniquement,27200000,kg/an
063.01730,YOPLAIT France - Usine du Mans,2013,Eau (indirect),Azote total,63900,kg/an
063.01730,YOPLAIT France - Usine du Mans,2013,Eau (indirect),Demande biologique en oxygène (DBO5),335000,kg/an
063.01730,YOPLAIT France - Usine du Mans,2013,Eau (indirect),Demande chimique en oxygène (DCO),1210000,kg/an
068.03147,CONSTELLATION UTILITES SERVICES,2013,Air,CO2 Total d'origine non biomasse uniquement,8830000100,kg/an
068.03147,CONSTELLATION UTILITES SERVICES,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),8830000100,kg/an
063.01730,YOPLAIT France - Usine du Mans,2013,Eau (indirect),Matières en suspension (MES),652000,kg/an
063.01730,YOPLAIT France - Usine du Mans,2013,Eau (indirect),Phosphore total,10600,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2013,Air,Mercure et composés (exprimés en tant que Hg),19.6,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2013,Air,Vanadium et ses composés,23.1,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2013,Air,CO2 Total d'origine non biomasse uniquement,109000000,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),241000000,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2013,Air,CO2 Total d'origine biomasse uniquement,133000000,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2013,Eau (indirect),Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),0.00108,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2013,Eau (indirect),Mercure et composés (exprimés en tant que Hg),3.14,kg/an
069.00013,EDF GUYANE DDC,2013,Air,Cobalt et composés (exprimés en tant que Co),7.87,kg/an
069.00013,EDF GUYANE DDC,2013,Air,Nickel et composés (exprimés en tant que Ni),393,kg/an
069.00013,EDF GUYANE DDC,2013,Air,Oxydes de soufre (SOx/SO2),920000,kg/an
069.00013,EDF GUYANE DDC,2013,Air,Oxydes d'azote (NOx/NO2),2900000,kg/an
053.04223,zinc elec,2013,Air,Ammoniac (NH3),7210000,kg/an
053.04223,zinc elec,2013,Air,Fluor et composés inorganiques (en tant que HF),4050000,kg/an
053.04223,zinc elec,2013,Air,Oxydes de soufre (SOx/SO2),17800000,kg/an
053.04223,zinc elec,2013,Air,Oxydes d'azote (NOx/NO2),33200000,kg/an
061.03844,Etablissement de LYON,2013,Air,Hydrochlorofluorocarbures (HCFC),87.3,kg/an
061.03844,Etablissement de LYON,2013,Air,CO2 Total d'origine non biomasse uniquement,22700000,kg/an
061.03844,Etablissement de LYON,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22700000,kg/an
064.01019,Asco Industries Usine de FOS,2013,Air,Cobalt et composés (exprimés en tant que Co),8.1,kg/an
064.01019,Asco Industries Usine de FOS,2013,Air,Plomb et composés (exprimés en tant que Pb),213,kg/an
064.01019,Asco Industries Usine de FOS,2013,Air,Zinc et composés (exprimés en tant que Zn),737,kg/an
064.01019,Asco Industries Usine de FOS,2013,Air,CO2 Total d'origine non biomasse uniquement,51900000,kg/an
064.01019,Asco Industries Usine de FOS,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),51900000,kg/an
064.01019,Asco Industries Usine de FOS,2013,Eau (direct),Nickel et composés (exprimés en tant que Ni),23.3,kg/an
064.01019,Asco Industries Usine de FOS,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),342,kg/an
059.00792,Centre de Stockage du Jura,2013,Air,Oxydes de soufre (SOx/SO2),179000,kg/an
061.02923,Chaufferie de la Villeneuve,2013,Air,Oxydes de soufre (SOx/SO2),227000,kg/an
061.02923,Chaufferie de la Villeneuve,2013,Air,Oxydes d'azote (NOx/NO2),123000,kg/an
061.02923,Chaufferie de la Villeneuve,2013,Air,CO2 Total d'origine non biomasse uniquement,47700000,kg/an
061.02923,Chaufferie de la Villeneuve,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),96100000,kg/an
061.02923,Chaufferie de la Villeneuve,2013,Air,CO2 Total d'origine biomasse uniquement,48400000,kg/an
063.01731,NOVANDIE,2013,Sol,Zinc et composés (exprimés en tant que Zn),165,kg/an
069.00013,EDF GUYANE DDC,2013,Air,Vanadium et ses composés,193,kg/an
069.00013,EDF GUYANE DDC,2013,Air,CO2 Total d'origine non biomasse uniquement,266000000,kg/an
069.00013,EDF GUYANE DDC,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),266000000,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Air,CO2 Total d'origine non biomasse uniquement,43800000,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),43800000,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Eau (direct),Arsenic et composés (exprimés en tant que As),7.2,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),5.5,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Eau (direct),Demande chimique en oxygène (DCO),433000,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),459,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Sol,Cadmium et composés (exprimés en tant que Cd),10.9,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Sol,Chrome et composés (exprimés en tant que Cr),420,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Sol,Cuivre et composés (exprimés en tant que Cu),115,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Sol,Nickel et composés (exprimés en tant que Ni),106,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Sol,Plomb et composés (exprimés en tant que Pb),79.9,kg/an
070.00940,STORA ENSO CORBEHEM,2013,Sol,Zinc et composés (exprimés en tant que Zn),562,kg/an
072.04397,Knauf Industries Ouest,2013,Air,Composés organiques volatils non méthaniques (COVNM),84000,kg/an
100.00149,ORISANE,2013,Air,CO2 Total d'origine non biomasse uniquement,40500000,kg/an
100.00149,ORISANE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),94100000,kg/an
100.00149,ORISANE,2013,Air,CO2 Total d'origine biomasse uniquement,53700000,kg/an
250.00023,VALEST,2013,Air,Méthane (CH4),692000,kg/an
250.00023,VALEST,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15200000,kg/an
250.00023,VALEST,2013,Air,CO2 Total d'origine biomasse uniquement,15200000,kg/an
53083206,DOUET Kléber,2013,Air,Ammoniac (NH3),14400,kg/an
57375400,SARL L'OEUF DU GRAND EST,2013,Air,Ammoniac (NH3),45000,kg/an
753.13009,STEP - LAVAL,2013,Eau (direct),Azote total,63400,kg/an
753.13009,STEP - LAVAL,2013,Eau (direct),Demande biologique en oxygène (DBO5),68900,kg/an
753.13009,STEP - LAVAL,2013,Eau (direct),Demande chimique en oxygène (DCO),334000,kg/an
753.13009,STEP - LAVAL,2013,Eau (direct),Phosphore total,5200,kg/an
057.01114,Fonderie BEROUDIAUX,2013,Air,Antimoine et composés (exprimés en tant que Sb),13.9,kg/an
057.01114,Fonderie BEROUDIAUX,2013,Air,Hydrocarbures aromatiques polycycliques (HAP),2930,kg/an
058.00523,NESTLE France S.A.S,2013,Air,Oxydes de soufre (SOx/SO2),369000,kg/an
058.00523,NESTLE France S.A.S,2013,Air,Oxydes d'azote (NOx/NO2),111000,kg/an
058.00523,NESTLE France S.A.S,2013,Air,CO2 Total d'origine non biomasse uniquement,48300000,kg/an
058.00523,NESTLE France S.A.S,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),84800000,kg/an
058.00523,NESTLE France S.A.S,2013,Air,CO2 Total d'origine biomasse uniquement,36500000,kg/an
061.02026,Chaufferie du Parc de la Reyssouze,2013,Air,CO2 Total d'origine non biomasse uniquement,10600000,kg/an
061.02026,Chaufferie du Parc de la Reyssouze,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10600000,kg/an
063.01733,FROMAGERIES BEL PRODUCTION FRANCE,2013,Air,CO2 Total d'origine non biomasse uniquement,19400000,kg/an
063.01733,FROMAGERIES BEL PRODUCTION FRANCE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19400000,kg/an
065.06505,chaufferie zup de fontenay,2013,Air,CO2 Total d'origine non biomasse uniquement,39400000,kg/an
065.06505,chaufferie zup de fontenay,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),39400000,kg/an
100.00241,HYDRO ALUMINIUM EXTRUSION SERVICE,2013,Air,CO2 Total d'origine non biomasse uniquement,10600000,kg/an
100.00241,HYDRO ALUMINIUM EXTRUSION SERVICE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10600000,kg/an
061.03851,Carbone Savoie,2013,Air,Composés organiques volatils non méthaniques (COVNM),37200,kg/an
061.03851,Carbone Savoie,2013,Air,Hydrocarbures aromatiques polycycliques (HAP),1280,kg/an
061.03851,Carbone Savoie,2013,Air,CO2 Total d'origine non biomasse uniquement,18000000,kg/an
061.03851,Carbone Savoie,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18000000,kg/an
062.01748,URSA FRANCE,2013,Air,Ammoniac (NH3),81300,kg/an
062.01748,URSA FRANCE,2013,Air,Composés organiques volatils non méthaniques (COVNM),228000,kg/an
062.01748,URSA FRANCE,2013,Air,Manganèse et composés (exprimés en tant que Mn),553,kg/an
062.01748,URSA FRANCE,2013,Air,Mercure et composés (exprimés en tant que Hg),32.7,kg/an
062.01748,URSA FRANCE,2013,Air,Phénols (en tant que C total),2420,kg/an
059.00821,FROMAGERIES BEL PRODUCTION FRANCE,2013,Eau (indirect),Demande biologique en oxygène (DBO5),90800,kg/an
059.00821,FROMAGERIES BEL PRODUCTION FRANCE,2013,Eau (indirect),Demande chimique en oxygène (DCO),171000,kg/an
061.02027,Abattoirs des Crêts,2013,Air,Hydroflurocarbures (HFC),262,kg/an
061.02027,Abattoirs des Crêts,2013,Eau (indirect),Demande biologique en oxygène (DBO5),122000,kg/an
061.02027,Abattoirs des Crêts,2013,Eau (indirect),Demande chimique en oxygène (DCO),239000,kg/an
061.02925,Gilibert Industries,2013,Sol,Biphényles polychlorés (PCB),1,kg/an
061.03856,IFPEN LYON,2013,Air,Hydroflurocarbures (HFC),121,kg/an
063.01770,STX France SA,2013,Air,Composés organiques volatils non méthaniques (COVNM),44200,kg/an
065.03273,VALENE,2013,Air,CO2 Total d'origine non biomasse uniquement,21700000,kg/an
065.03273,VALENE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),50400000,kg/an
